scenario_id,ph,metal_level,pb_mg_L,cu_mg_L,zn_mg_L,chelator,dose_mg_L,texture,texture_sites,moisture,pe,pb_total_mol,pb_free_mol,pb_percent_free,pb_sorbed_mol,cu_total_mol,cu_free_mol,cu_percent_free,cu_sorbed_mol,zn_total_mol,zn_free_mol,zn_percent_free,zn_sorbed_mol
238,5.5,Low,25,20,30,DTPA,200,Clay,1.5,Dry,12,0.00012066,6.248e-05,51.78186640145864,0.05729,0.00031471,1.04e-06,0.330462965905119,0.001902,0.00045886,0.0003085,67.23183541821035,0.001451
239,5.5,Low,25,20,30,None,0,Clay,1.5,Mesic,8,0.00012066,0.0001026,85.03232222774739,0.03753,0.00031471,0.0003071,97.58190079755965,0.2242,0.00045886,0.0004545,99.04981911694199,0.000853
240,5.5,Low,25,20,30,EDTA,50,Clay,1.5,Mesic,8,0.00012066,8.814e-05,73.04823470909996,0.04404,0.00031471,0.0001581,50.23672587461472,0.1576,0.00045886,0.0004531,98.74471516366647,0.001161
241,5.5,Low,25,20,30,EDTA,200,Clay,1.5,Mesic,8,0.00012066,1.54e-06,1.2763136084866569,0.001777,0.00031471,8.085e-07,0.25690318070604684,0.001862,0.00045886,0.0002053,44.741315433901406,0.001215
242,5.5,Low,25,20,30,Citrate,50,Clay,1.5,Mesic,8,0.00012066,6.396e-05,53.008453505718556,0.03601,0.00031471,0.0001267,40.259286327094784,0.1424,0.00045886,0.0004276,93.18746458614827,0.001235
243,5.5,Low,25,20,30,Citrate,200,Clay,1.5,Mesic,8,0.00012066,3.583e-06,2.9695010774075916,0.004093,0.00031471,4.561e-06,1.449270757205046,0.0104,0.00045886,0.0001171,25.51976637754435,0.0006859
244,5.5,Low,25,20,30,DTPA,50,Clay,1.5,Mesic,8,0.00012066,0.0001025,84.9494447207028,0.04728,0.00031471,0.0001838,58.40297416669314,0.1692,0.00045886,0.000454,98.94085341934358,0.001074
245,5.5,Low,25,20,30,DTPA,200,Clay,1.5,Mesic,8,0.00012066,6.248e-05,51.78186640145864,0.05729,0.00031471,1.04e-06,0.330462965905119,0.001902,0.00045886,0.0003085,67.23183541821035,0.001451
246,5.5,Low,25,20,30,None,0,Clay,1.5,Wet,3,0.00012066,0.000103,85.36383225592574,0.06354,0.00031471,7.805e-05,24.800610085475515,0.09602,0.00045886,0.0004546,99.07161225646166,0.001438
247,5.5,Low,25,20,30,EDTA,50,Clay,1.5,Wet,3,0.00012066,6.948e-05,57.583291894579816,0.05134,0.00031471,4.516e-05,14.349718788726129,0.06659,0.00045886,0.0004506,98.19988667567449,0.001708
248,5.5,Low,25,20,30,EDTA,200,Clay,1.5,Wet,3,0.00012066,1.507e-06,1.2489640311619425,0.00174,0.00031471,7.844e-07,0.24924533697689935,0.001807,0.00045886,0.0002028,44.19648694590943,0.001201
249,5.5,Low,25,20,30,Citrate,50,Clay,1.5,Wet,3,0.00012066,4.594e-05,38.07392673628377,0.0361,0.00031471,4.412e-05,14.019255822821009,0.06918,0.00045886,0.0004027,87.76097284574816,0.001623
250,5.5,Low,25,20,30,Citrate,200,Clay,1.5,Wet,3,0.00012066,3.451e-06,2.860102768108735,0.003957,0.00031471,4.2e-06,1.3345619776937496,0.009609,0.00045886,0.0001137,24.778799633875256,0.0006689
251,5.5,Low,25,20,30,DTPA,50,Clay,1.5,Wet,3,0.00012066,0.0001023,84.78368970661363,0.07024,0.00031471,4.628e-05,14.705601982777793,0.06338,0.00045886,0.0004527,98.65754260558775,0.001594
252,5.5,Low,25,20,30,DTPA,200,Clay,1.5,Wet,3,0.00012066,6.188e-05,51.284601359191115,0.05686,0.00031471,1.004e-06,0.3190238632391726,0.001841,0.00045886,0.0003061,66.70880006973805,0.001442
253,5.5,Medium,100,80,120,None,0,Sand,0.1,Dry,12,0.00048263,0.0004154,86.07007438410376,0.0039,0.0012589,0.001227,97.46604178250854,0.02299,0.0018354,0.00182,99.16094584286805,8.762e-05
254,5.5,Medium,100,80,120,EDTA,50,Sand,0.1,Dry,12,0.00048263,0.0004051,83.93593435965438,0.004146,0.0012589,0.001074,85.3125744697752,0.02192,0.0018354,0.001819,99.10646180669063,9.547e-05
255,5.5,Medium,100,80,120,EDTA,200,Sand,0.1,Dry,12,0.00048263,0.0003564,73.84538880716076,0.005016,0.0012589,0.0006334,50.3137659861784,0.01779,0.0018354,0.001815,98.88852566198103,0.000131
256,5.5,Medium,100,80,120,Citrate,50,Sand,0.1,Dry,12,0.00048263,0.0003825,79.25325818950334,0.004062,0.0012589,0.001024,81.3408531257447,0.02169,0.0018354,0.001804,98.28920126402963,9.826e-05
257,5.5,Medium,100,80,120,Citrate,200,Sand,0.1,Dry,12,0.00048263,0.0002579,53.436379835484736,0.004392,0.0012589,0.0004869,38.676622448169034,0.01655,0.0018354,0.001713,93.33115397188622,0.0001496
258,5.5,Medium,100,80,120,DTPA,50,Sand,0.1,Dry,12,0.00048263,0.0004154,86.07007438410376,0.004161,0.0012589,0.001104,87.69560727619348,0.02207,0.0018354,0.00182,99.16094584286805,9.347e-05
259,5.5,Medium,100,80,120,DTPA,200,Sand,0.1,Dry,12,0.00048263,0.0004155,86.09079419016639,0.005246,0.0012589,0.0007358,58.44785129875287,0.01854,0.0018354,0.001818,99.05197777051323,0.0001178
260,5.5,Medium,100,80,120,None,0,Sand,0.1,Mesic,8,0.00048263,0.0004154,86.07007438410376,0.0039,0.0012589,0.001227,97.46604178250854,0.02299,0.0018354,0.00182,99.16094584286805,8.763e-05
261,5.5,Medium,100,80,120,EDTA,50,Sand,0.1,Mesic,8,0.00048263,0.0004051,83.93593435965438,0.004146,0.0012589,0.001074,85.3125744697752,0.02192,0.0018354,0.001819,99.10646180669063,9.547e-05
262,5.5,Medium,100,80,120,EDTA,200,Sand,0.1,Mesic,8,0.00048263,0.0003564,73.84538880716076,0.005016,0.0012589,0.0006334,50.3137659861784,0.01779,0.0018354,0.001815,98.88852566198103,0.000131
263,5.5,Medium,100,80,120,Citrate,50,Sand,0.1,Mesic,8,0.00048263,0.0003825,79.25325818950334,0.004062,0.0012589,0.001024,81.3408531257447,0.02169,0.0018354,0.001804,98.28920126402963,9.826e-05
264,5.5,Medium,100,80,120,Citrate,200,Sand,0.1,Mesic,8,0.00048263,0.0002579,53.436379835484736,0.004392,0.0012589,0.0004869,38.676622448169034,0.01655,0.0018354,0.001713,93.33115397188622,0.0001496
265,5.5,Medium,100,80,120,DTPA,50,Sand,0.1,Mesic,8,0.00048263,0.0004154,86.07007438410376,0.004161,0.0012589,0.001104,87.69560727619348,0.02207,0.0018354,0.00182,99.16094584286805,9.347e-05
266,5.5,Medium,100,80,120,DTPA,200,Sand,0.1,Mesic,8,0.00048263,0.0004155,86.09079419016639,0.005246,0.0012589,0.0007358,58.44785129875287,0.01854,0.0018354,0.001818,99.05197777051323,0.0001178
267,5.5,Medium,100,80,120,None,0,Sand,0.1,Wet,3,0.00048263,0.0004222,87.4790211963616,0.007282,0.0012589,0.0003945,31.336881404400664,0.01358,0.0018354,0.001822,99.26991391522284,0.0001612
268,5.5,Medium,100,80,120,EDTA,50,Sand,0.1,Wet,3,0.00048263,0.0003941,81.65675569276671,0.007297,0.0012589,0.0003442,27.34132973230598,0.01272,0.0018354,0.00182,99.16094584286805,0.0001728
269,5.5,Medium,100,80,120,EDTA,200,Sand,0.1,Wet,3,0.00048263,0.0002934,60.79191098771315,0.006948,0.0012589,0.0002115,16.800381285249024,0.009992,0.0018354,0.001807,98.45265337256184,0.0002195
270,5.5,Medium,100,80,120,Citrate,50,Sand,0.1,Wet,3,0.00048263,0.000354,73.34811346165799,0.006777,0.0012589,0.0003379,26.840892842958137,0.01291,0.0018354,0.001787,97.36297264901384,0.0001755
271,5.5,Medium,100,80,120,Citrate,200,Sand,0.1,Wet,3,0.00048263,0.0001892,39.20187307046806,0.005137,0.0012589,0.000191,15.171975534196521,0.01035,0.0018354,0.00162,88.26413860738803,0.0002256
272,5.5,Medium,100,80,120,DTPA,50,Sand,0.1,Wet,3,0.00048263,0.0004214,87.31326274786068,0.00762,0.0012589,0.0003497,27.778219080149334,0.01262,0.0018354,0.001821,99.21542987904543,0.0001689
273,5.5,Medium,100,80,120,DTPA,200,Sand,0.1,Wet,3,0.00048263,0.0004184,86.69166856598221,0.008811,0.0012589,0.0002232,17.729764079752165,0.009378,0.0018354,0.001815,98.88852566198103,0.0001961
274,5.5,Medium,100,80,120,None,0,Loam,0.5,Dry,12,0.00048263,0.0004154,86.07007438410376,0.01945,0.0012589,0.001227,97.46604178250854,0.1147,0.0018354,0.00182,99.16094584286805,0.0004371
275,5.5,Medium,100,80,120,EDTA,50,Loam,0.5,Dry,12,0.00048263,0.0004051,83.93593435965438,0.02068,0.0012589,0.001074,85.3125744697752,0.1093,0.0018354,0.001819,99.10646180669063,0.0004762
276,5.5,Medium,100,80,120,EDTA,200,Loam,0.5,Dry,12,0.00048263,0.0003564,73.84538880716076,0.02502,0.0012589,0.0006334,50.3137659861784,0.08873,0.0018354,0.001815,98.88852566198103,0.0006533
277,5.5,Medium,100,80,120,Citrate,50,Loam,0.5,Dry,12,0.00048263,0.0003825,79.25325818950334,0.02026,0.0012589,0.001024,81.3408531257447,0.1082,0.0018354,0.001804,98.28920126402963,0.0004901
278,5.5,Medium,100,80,120,Citrate,200,Loam,0.5,Dry,12,0.00048263,0.0002579,53.436379835484736,0.02191,0.0012589,0.0004869,38.676622448169034,0.08254,0.0018354,0.001713,93.33115397188622,0.0007461
279,5.5,Medium,100,80,120,DTPA,50,Loam,0.5,Dry,12,0.00048263,0.0004154,86.07007438410376,0.02076,0.0012589,0.001104,87.69560727619348,0.1101,0.0018354,0.00182,99.16094584286805,0.0004662
280,5.5,Medium,100,80,120,DTPA,200,Loam,0.5,Dry,12,0.00048263,0.0004155,86.09079419016639,0.02617,0.0012589,0.0007358,58.44785129875287,0.09246,0.0018354,0.001818,99.05197777051323,0.0005873
281,5.5,Medium,100,80,120,None,0,Loam,0.5,Mesic,8,0.00048263,0.0004154,86.07007438410376,0.01945,0.0012589,0.001227,97.46604178250854,0.1147,0.0018354,0.00182,99.16094584286805,0.0004371
282,5.5,Medium,100,80,120,EDTA,50,Loam,0.5,Mesic,8,0.00048263,0.0004051,83.93593435965438,0.02068,0.0012589,0.001074,85.3125744697752,0.1093,0.0018354,0.001819,99.10646180669063,0.0004762
283,5.5,Medium,100,80,120,EDTA,200,Loam,0.5,Mesic,8,0.00048263,0.0003564,73.84538880716076,0.02502,0.0012589,0.0006334,50.3137659861784,0.08873,0.0018354,0.001815,98.88852566198103,0.0006534
284,5.5,Medium,100,80,120,Citrate,50,Loam,0.5,Mesic,8,0.00048263,0.0003825,79.25325818950334,0.02026,0.0012589,0.001024,81.3408531257447,0.1082,0.0018354,0.001804,98.28920126402963,0.0004901
285,5.5,Medium,100,80,120,Citrate,200,Loam,0.5,Mesic,8,0.00048263,0.0002579,53.436379835484736,0.02191,0.0012589,0.0004869,38.676622448169034,0.08254,0.0018354,0.001713,93.33115397188622,0.0007462
286,5.5,Medium,100,80,120,DTPA,50,Loam,0.5,Mesic,8,0.00048263,0.0004154,86.07007438410376,0.02076,0.0012589,0.001104,87.69560727619348,0.1101,0.0018354,0.00182,99.16094584286805,0.0004662
287,5.5,Medium,100,80,120,DTPA,200,Loam,0.5,Mesic,8,0.00048263,0.0004155,86.09079419016639,0.02617,0.0012589,0.0007358,58.44785129875287,0.09246,0.0018354,0.001818,99.05197777051323,0.0005873
288,5.5,Medium,100,80,120,None,0,Loam,0.5,Wet,3,0.00048263,0.0004222,87.4790211963616,0.03633,0.0012589,0.0003945,31.336881404400664,0.06773,0.0018354,0.001822,99.26991391522284,0.0008042
289,5.5,Medium,100,80,120,EDTA,50,Loam,0.5,Wet,3,0.00048263,0.0003941,81.65675569276671,0.0364,0.0012589,0.0003442,27.34132973230598,0.06344,0.0018354,0.00182,99.16094584286805,0.000862
290,5.5,Medium,100,80,120,EDTA,200,Loam,0.5,Wet,3,0.00048263,0.0002934,60.79191098771315,0.03466,0.0012589,0.0002115,16.800381285249024,0.04984,0.0018354,0.001807,98.45265337256184,0.001095
291,5.5,Medium,100,80,120,Citrate,50,Loam,0.5,Wet,3,0.00048263,0.000354,73.34811346165799,0.03381,0.0012589,0.0003379,26.840892842958137,0.0644,0.0018354,0.001787,97.36297264901384,0.0008756
292,5.5,Medium,100,80,120,Citrate,200,Loam,0.5,Wet,3,0.00048263,0.0001892,39.20187307046806,0.02563,0.0012589,0.000191,15.171975534196521,0.05161,0.0018354,0.00162,88.26413860738803,0.001125
293,5.5,Medium,100,80,120,DTPA,50,Loam,0.5,Wet,3,0.00048263,0.0004214,87.31326274786068,0.03801,0.0012589,0.0003497,27.778219080149334,0.06295,0.0018354,0.001821,99.21542987904543,0.0008424
294,5.5,Medium,100,80,120,DTPA,200,Loam,0.5,Wet,3,0.00048263,0.0004184,86.69166856598221,0.04395,0.0012589,0.0002232,17.729764079752165,0.04678,0.0018354,0.001815,98.88852566198103,0.000978
295,5.5,Medium,100,80,120,None,0,Clay,1.5,Dry,12,0.00048263,0.0004154,86.07007438410376,0.05833,0.0012589,0.001227,97.46604178250854,0.3439,0.0018354,0.00182,99.16094584286805,0.001311
296,5.5,Medium,100,80,120,EDTA,50,Clay,1.5,Dry,12,0.00048263,0.0004051,83.93593435965438,0.06201,0.0012589,0.001074,85.3125744697752,0.3279,0.0018354,0.001819,99.10646180669063,0.001428
297,5.5,Medium,100,80,120,EDTA,200,Clay,1.5,Dry,12,0.00048263,0.0003564,73.84538880716076,0.07503,0.0012589,0.0006334,50.3137659861784,0.2661,0.0018354,0.001815,98.88852566198103,0.001959
298,5.5,Medium,100,80,120,Citrate,50,Clay,1.5,Dry,12,0.00048263,0.0003825,79.25325818950334,0.06076,0.0012589,0.001024,81.3408531257447,0.3245,0.0018354,0.001804,98.28920126402963,0.00147
299,5.5,Medium,100,80,120,Citrate,200,Clay,1.5,Dry,12,0.00048263,0.0002579,53.436379835484736,0.0657,0.0012589,0.0004869,38.676622448169034,0.2475,0.0018354,0.001713,93.33115397188622,0.002238
300,5.5,Medium,100,80,120,DTPA,50,Clay,1.5,Dry,12,0.00048263,0.0004154,86.07007438410376,0.06224,0.0012589,0.001104,87.69560727619348,0.3302,0.0018354,0.00182,99.16094584286805,0.001398
301,5.5,Medium,100,80,120,DTPA,200,Clay,1.5,Dry,12,0.00048263,0.0004155,86.09079419016639,0.07846,0.0012589,0.0007358,58.44785129875287,0.2773,0.0018354,0.001818,99.05197777051323,0.001761
302,5.5,Medium,100,80,120,None,0,Clay,1.5,Mesic,8,0.00048263,0.0004154,86.07007438410376,0.05833,0.0012589,0.001227,97.46604178250854,0.3439,0.0018354,0.00182,99.16094584286805,0.001311
303,5.5,Medium,100,80,120,EDTA,50,Clay,1.5,Mesic,8,0.00048263,0.0004051,83.93593435965438,0.06201,0.0012589,0.001074,85.3125744697752,0.3279,0.0018354,0.001819,99.10646180669063,0.001428
304,5.5,Medium,100,80,120,EDTA,200,Clay,1.5,Mesic,8,0.00048263,0.0003564,73.84538880716076,0.07503,0.0012589,0.0006334,50.3137659861784,0.2661,0.0018354,0.001815,98.88852566198103,0.001959
305,5.5,Medium,100,80,120,Citrate,50,Clay,1.5,Mesic,8,0.00048263,0.0003825,79.25325818950334,0.06076,0.0012589,0.001024,81.3408531257447,0.3245,0.0018354,0.001804,98.28920126402963,0.00147
306,5.5,Medium,100,80,120,Citrate,200,Clay,1.5,Mesic,8,0.00048263,0.0002579,53.436379835484736,0.0657,0.0012589,0.0004869,38.676622448169034,0.2475,0.0018354,0.001713,93.33115397188622,0.002238
307,5.5,Medium,100,80,120,DTPA,50,Clay,1.5,Mesic,8,0.00048263,0.0004154,86.07007438410376,0.06224,0.0012589,0.001104,87.69560727619348,0.3302,0.0018354,0.00182,99.16094584286805,0.001398
308,5.5,Medium,100,80,120,DTPA,200,Clay,1.5,Mesic,8,0.00048263,0.0004155,86.09079419016639,0.07846,0.0012589,0.0007358,58.44785129875287,0.2773,0.0018354,0.001818,99.05197777051323,0.001761
309,5.5,Medium,100,80,120,None,0,Clay,1.5,Wet,3,0.00048263,0.0004222,87.4790211963616,0.1089,0.0012589,0.0003945,31.336881404400664,0.2031,0.0018354,0.001822,99.26991391522284,0.002412
310,5.5,Medium,100,80,120,EDTA,50,Clay,1.5,Wet,3,0.00048263,0.0003941,81.65675569276671,0.1092,0.0012589,0.0003442,27.34132973230598,0.1902,0.0018354,0.00182,99.16094584286805,0.002585
311,5.5,Medium,100,80,120,EDTA,200,Clay,1.5,Wet,3,0.00048263,0.0002934,60.79191098771315,0.1039,0.0012589,0.0002115,16.800381285249024,0.1495,0.0018354,0.001807,98.45265337256184,0.003284
312,5.5,Medium,100,80,120,Citrate,50,Clay,1.5,Wet,3,0.00048263,0.000354,73.34811346165799,0.1014,0.0012589,0.0003379,26.840892842958137,0.1931,0.0018354,0.001787,97.36297264901384,0.002626
313,5.5,Medium,100,80,120,Citrate,200,Clay,1.5,Wet,3,0.00048263,0.0001892,39.20187307046806,0.07686,0.0012589,0.000191,15.171975534196521,0.1548,0.0018354,0.00162,88.26413860738803,0.003375
314,5.5,Medium,100,80,120,DTPA,50,Clay,1.5,Wet,3,0.00048263,0.0004214,87.31326274786068,0.114,0.0012589,0.0003497,27.778219080149334,0.1888,0.0018354,0.001821,99.21542987904543,0.002526
315,5.5,Medium,100,80,120,DTPA,200,Clay,1.5,Wet,3,0.00048263,0.0004184,86.69166856598221,0.1318,0.0012589,0.0002232,17.729764079752165,0.1403,0.0018354,0.001815,98.88852566198103,0.002933
316,5.5,High,300,250,400,None,0,Sand,0.1,Dry,12,0.0014479,0.001274,87.98950203743352,0.004756,0.0039339,0.003822,97.15549454739572,0.02846,0.0061181,0.006079,99.36091270165576,0.0001164
317,5.5,High,300,250,400,EDTA,50,Sand,0.1,Dry,12,0.0014479,0.001265,87.36791214862906,0.004861,0.0039339,0.003669,93.26622435750782,0.02814,0.0061181,0.006078,99.34456775796409,0.0001198
318,5.5,High,300,250,400,EDTA,200,Sand,0.1,Dry,12,0.0014479,0.001232,85.08874922301264,0.005201,0.0039339,0.003214,81.70009405424642,0.02708,0.0061181,0.006076,99.31187787058074,0.0001316
319,5.5,High,300,250,400,Citrate,50,Sand,0.1,Dry,12,0.0014479,0.001243,85.84847019821811,0.004837,0.0039339,0.003617,91.94438089427794,0.02809,0.0061181,0.006064,99.11573854628072,0.000121
320,5.5,High,300,250,400,Citrate,200,Sand,0.1,Dry,12,0.0014479,0.001147,79.21817805097037,0.005125,0.0039339,0.003007,76.43814026792751,0.02681,0.0061181,0.006013,98.2821464180056,0.0001378
321,5.5,High,300,250,400,DTPA,50,Sand,0.1,Dry,12,0.0014479,0.001275,88.05856758063403,0.004863,0.0039339,0.003701,94.0796664887262,0.02817,0.0061181,0.006079,99.36091270165576,0.000119
322,5.5,High,300,250,400,DTPA,200,Sand,0.1,Dry,12,0.0014479,0.001275,88.05856758063403,0.005217,0.0039339,0.003336,84.80134217951651,0.02724,0.0061181,0.006079,99.36091270165576,0.0001276
323,5.5,High,300,250,400,None,0,Sand,0.1,Mesic,8,0.0014479,0.001274,87.98950203743352,0.004756,0.0039339,0.003822,97.15549454739572,0.02846,0.0061181,0.006079,99.36091270165576,0.0001164
324,5.5,High,300,250,400,EDTA,50,Sand,0.1,Mesic,8,0.0014479,0.001265,87.36791214862906,0.004861,0.0039339,0.003669,93.26622435750782,0.02814,0.0061181,0.006078,99.34456775796409,0.0001198
325,5.5,High,300,250,400,EDTA,200,Sand,0.1,Mesic,8,0.0014479,0.001232,85.08874922301264,0.005201,0.0039339,0.003214,81.70009405424642,0.02708,0.0061181,0.006076,99.31187787058074,0.0001316
326,5.5,High,300,250,400,Citrate,50,Sand,0.1,Mesic,8,0.0014479,0.001243,85.84847019821811,0.004837,0.0039339,0.003617,91.94438089427794,0.02809,0.0061181,0.006064,99.11573854628072,0.0001211
327,5.5,High,300,250,400,Citrate,200,Sand,0.1,Mesic,8,0.0014479,0.001147,79.21817805097037,0.005125,0.0039339,0.003007,76.43814026792751,0.02681,0.0061181,0.006013,98.2821464180056,0.0001378
328,5.5,High,300,250,400,DTPA,50,Sand,0.1,Mesic,8,0.0014479,0.001275,88.05856758063403,0.004863,0.0039339,0.003701,94.0796664887262,0.02817,0.0061181,0.006079,99.36091270165576,0.000119
329,5.5,High,300,250,400,DTPA,200,Sand,0.1,Mesic,8,0.0014479,0.001275,88.05856758063403,0.005217,0.0039339,0.003336,84.80134217951651,0.02724,0.0061181,0.006079,99.36091270165576,0.0001276
330,5.5,High,300,250,400,None,0,Sand,0.1,Wet,3,0.0014479,0.001314,90.75212376545342,0.008002,0.0039339,0.001778,45.19687841582146,0.02159,0.0061181,0.006093,99.58974191333913,0.0001903
331,5.5,High,300,250,400,EDTA,50,Sand,0.1,Wet,3,0.0014479,0.001293,89.30174735824298,0.008109,0.0039339,0.001696,43.112432954574345,0.02122,0.0061181,0.006092,99.57339696964745,0.0001959
332,5.5,High,300,250,400,EDTA,200,Sand,0.1,Wet,3,0.0014479,0.001223,84.46715933420815,0.00842,0.0039339,0.001459,37.08787717023819,0.02005,0.0061181,0.006086,99.47532730749744,0.0002149
333,5.5,High,300,250,400,Citrate,50,Sand,0.1,Wet,3,0.0014479,0.001256,86.74632225982457,0.007976,0.0039339,0.001678,42.654871755764,0.02127,0.0061181,0.006066,99.14842843366407,0.0001976
334,5.5,High,300,250,400,Citrate,200,Sand,0.1,Wet,3,0.0014479,0.001087,75.07424545894054,0.007912,0.0039339,0.001389,35.30847250819797,0.02017,0.0061181,0.005973,97.62834867033884,0.0002229
335,5.5,High,300,250,400,DTPA,50,Sand,0.1,Wet,3,0.0014479,0.001314,90.75212376545342,0.008168,0.0039339,0.00171,43.468313886982386,0.02121,0.0061181,0.006093,99.58974191333913,0.0001943
336,5.5,High,300,250,400,DTPA,200,Sand,0.1,Wet,3,0.0014479,0.001311,90.54492713585192,0.008708,0.0039339,0.001508,38.33346043366634,0.01999,0.0061181,0.006091,99.55705202595578,0.0002075
337,5.5,High,300,250,400,None,0,Loam,0.5,Dry,12,0.0014479,0.001274,87.98950203743352,0.02369,0.0039339,0.003822,97.15549454739572,0.1418,0.0061181,0.006079,99.36091270165576,0.0005797
338,5.5,High,300,250,400,EDTA,50,Loam,0.5,Dry,12,0.0014479,0.001265,87.36791214862906,0.02422,0.0039339,0.003669,93.26622435750782,0.1402,0.0061181,0.006078,99.34456775796409,0.0005969
339,5.5,High,300,250,400,EDTA,200,Loam,0.5,Dry,12,0.0014479,0.001232,85.08874922301264,0.02591,0.0039339,0.003214,81.70009405424642,0.1349,0.0061181,0.006076,99.31187787058074,0.0006557
340,5.5,High,300,250,400,Citrate,50,Loam,0.5,Dry,12,0.0014479,0.001243,85.84847019821811,0.0241,0.0039339,0.003617,91.94438089427794,0.14,0.0061181,0.006064,99.11573854628072,0.0006031
341,5.5,High,300,250,400,Citrate,200,Loam,0.5,Dry,12,0.0014479,0.001147,79.21817805097037,0.02554,0.0039339,0.003007,76.43814026792751,0.1336,0.0061181,0.006013,98.2821464180056,0.0006868
342,5.5,High,300,250,400,DTPA,50,Loam,0.5,Dry,12,0.0014479,0.001275,88.05856758063403,0.02423,0.0039339,0.003701,94.0796664887262,0.1404,0.0061181,0.006079,99.36091270165576,0.0005926
343,5.5,High,300,250,400,DTPA,200,Loam,0.5,Dry,12,0.0014479,0.001275,88.05856758063403,0.02599,0.0039339,0.003336,84.80134217951651,0.1357,0.0061181,0.006079,99.36091270165576,0.0006355
344,5.5,High,300,250,400,None,0,Loam,0.5,Mesic,8,0.0014479,0.001274,87.98950203743352,0.02369,0.0039339,0.003822,97.15549454739572,0.1418,0.0061181,0.006079,99.36091270165576,0.0005797
345,5.5,High,300,250,400,EDTA,50,Loam,0.5,Mesic,8,0.0014479,0.001265,87.36791214862906,0.02422,0.0039339,0.003669,93.26622435750782,0.1402,0.0061181,0.006078,99.34456775796409,0.0005969
346,5.5,High,300,250,400,EDTA,200,Loam,0.5,Mesic,8,0.0014479,0.001232,85.08874922301264,0.02591,0.0039339,0.003214,81.70009405424642,0.1349,0.0061181,0.006076,99.31187787058074,0.0006557
347,5.5,High,300,250,400,Citrate,50,Loam,0.5,Mesic,8,0.0014479,0.001243,85.84847019821811,0.0241,0.0039339,0.003617,91.94438089427794,0.14,0.0061181,0.006064,99.11573854628072,0.0006031
348,5.5,High,300,250,400,Citrate,200,Loam,0.5,Mesic,8,0.0014479,0.001147,79.21817805097037,0.02554,0.0039339,0.003007,76.43814026792751,0.1336,0.0061181,0.006013,98.2821464180056,0.0006868
349,5.5,High,300,250,400,DTPA,50,Loam,0.5,Mesic,8,0.0014479,0.001275,88.05856758063403,0.02423,0.0039339,0.003701,94.0796664887262,0.1404,0.0061181,0.006079,99.36091270165576,0.0005926
350,5.5,High,300,250,400,DTPA,200,Loam,0.5,Mesic,8,0.0014479,0.001275,88.05856758063403,0.02599,0.0039339,0.003336,84.80134217951651,0.1357,0.0061181,0.006079,99.36091270165576,0.0006355
351,5.5,High,300,250,400,None,0,Loam,0.5,Wet,3,0.0014479,0.001314,90.75212376545342,0.03988,0.0039339,0.001778,45.19687841582146,0.1076,0.0061181,0.006093,99.58974191333913,0.0009483
352,5.5,High,300,250,400,EDTA,50,Loam,0.5,Wet,3,0.0014479,0.001293,89.30174735824298,0.04042,0.0039339,0.001696,43.112432954574345,0.1058,0.0061181,0.006092,99.57339696964745,0.0009765
353,5.5,High,300,250,400,EDTA,200,Loam,0.5,Wet,3,0.0014479,0.001223,84.46715933420815,0.04196,0.0039339,0.001459,37.08787717023819,0.0999,0.0061181,0.006086,99.47532730749744,0.001071
354,5.5,High,300,250,400,Citrate,50,Loam,0.5,Wet,3,0.0014479,0.001256,86.74632225982457,0.03975,0.0039339,0.001678,42.654871755764,0.106,0.0061181,0.006066,99.14842843366407,0.000985
355,5.5,High,300,250,400,Citrate,200,Loam,0.5,Wet,3,0.0014479,0.001087,75.07424545894054,0.03944,0.0039339,0.001389,35.30847250819797,0.1005,0.0061181,0.005973,97.62834867033884,0.001111
356,5.5,High,300,250,400,DTPA,50,Loam,0.5,Wet,3,0.0014479,0.001314,90.75212376545342,0.04071,0.0039339,0.00171,43.468313886982386,0.1057,0.0061181,0.006093,99.58974191333913,0.0009684
357,5.5,High,300,250,400,DTPA,200,Loam,0.5,Wet,3,0.0014479,0.001311,90.54492713585192,0.0434,0.0039339,0.001508,38.33346043366634,0.09962,0.0061181,0.006091,99.55705202595578,0.001034
358,5.5,High,300,250,400,None,0,Clay,1.5,Dry,12,0.0014479,0.001274,87.98950203743352,0.07104,0.0039339,0.003822,97.15549454739572,0.4252,0.0061181,0.006079,99.36091270165576,0.001738
359,5.5,High,300,250,400,EDTA,50,Clay,1.5,Dry,12,0.0014479,0.001265,87.36791214862906,0.0726,0.0039339,0.003669,93.26622435750782,0.4203,0.0061181,0.006078,99.34456775796409,0.00179
360,5.5,High,300,250,400,EDTA,200,Clay,1.5,Dry,12,0.0014479,0.001232,85.08874922301264,0.07769,0.0039339,0.003214,81.70009405424642,0.4046,0.0061181,0.006076,99.31187787058074,0.001966
361,5.5,High,300,250,400,Citrate,50,Clay,1.5,Dry,12,0.0014479,0.001243,85.84847019821811,0.07225,0.0039339,0.003617,91.94438089427794,0.4196,0.0061181,0.006064,99.11573854628072,0.001808
362,5.5,High,300,250,400,Citrate,200,Clay,1.5,Dry,12,0.0014479,0.001147,79.21817805097037,0.07657,0.0039339,0.003007,76.43814026792751,0.4006,0.0061181,0.006013,98.2821464180056,0.002059
