scenario_id,ph,metal_level,pb_mg_L,cu_mg_L,zn_mg_L,cd_mg_L,doc_mg_L,ca_mg_L,mg_mg_L,na_mg_L,cl_mg_L,chelator,dose_mg_L,texture,hfo_sites,moisture,pe,ca_mg_level,ionic_level,pb_percent_free,cu_percent_free,zn_percent_free,cd_percent_free,pb_sorbed_mol,cu_sorbed_mol,zn_sorbed_mol,cd_sorbed_mol
baseline_00115,5.5,High,300,250,400,25,10,20,10,100,150,None,0,Sand,0.1,Mesic,8,Low,Low,88.61256074415212,97.27621513930046,99.39394375260599,82.46469620707363,0.004795,0.02853,0.0001165,4.324e-07
baseline_00116,5.5,High,300,250,400,25,10,100,50,100,150,None,0,Sand,0.1,Mesic,8,High,Low,89.09602756037118,97.37788873756469,99.44297875199062,83.13916209753496,0.004764,0.02824,0.0001153,4.311e-07
baseline_00117,5.5,High,300,250,400,25,10,20,10,500,700,None,0,Sand,0.1,Mesic,8,Low,Medium,71.41495542435953,96.46282635318663,97.77578877291386,51.25940767506212,0.003899,0.02856,0.0001157,2.713e-07
baseline_00118,5.5,High,300,250,400,25,10,100,50,500,700,None,0,Sand,0.1,Mesic,8,High,Medium,72.1056223046725,96.5899183510169,97.87385877168308,52.113731136313156,0.003899,0.02833,0.0001147,2.732e-07
baseline_00119,5.5,High,300,250,400,25,10,20,10,2000,3000,None,0,Sand,0.1,Mesic,8,Low,High,39.86529233166376,93.59054720222217,92.64345883732459,20.323905499235156,0.002217,0.02821,0.0001116,1.095e-07
baseline_00120,5.5,High,300,250,400,25,10,100,50,2000,3000,None,0,Sand,0.1,Mesic,8,High,High,40.17609242780459,93.69222080048641,92.79056383547841,20.535238144913045,0.002223,0.0281,0.0001112,1.101e-07
baseline_00121,5.5,High,300,250,400,25,10,20,10,100,150,None,0,Sand,0.1,Wet,3,Low,Low,91.44429495343525,45.01598563148709,99.62277374973418,89.83885660945099,0.008099,0.02161,0.0001912,7.709e-07
baseline_00122,5.5,High,300,250,400,25,10,100,50,100,150,None,0,Sand,0.1,Wet,3,High,Low,91.78962839359171,46.236068810657834,99.65546374932393,90.15360735833293,0.007887,0.02154,0.0001856,7.509e-07
baseline_00123,5.5,High,300,250,400,25,10,20,10,500,700,None,0,Sand,0.1,Wet,3,Low,Medium,76.94029046686317,7.157821317801674,98.38055376532405,59.75767789487505,0.01426,0.007191,0.0003951,1.073e-06
baseline_00124,5.5,High,300,250,400,25,10,100,50,500,700,None,0,Sand,0.1,Wet,3,High,Medium,77.63095734717614,7.5340136313793185,98.46227876429839,60.70193014152093,0.01394,0.007335,0.0003832,1.056e-06
baseline_00125,5.5,High,300,250,400,25,10,20,10,2000,3000,None,0,Sand,0.1,Wet,3,Low,High,41.99254632302766,0.4194035928399419,93.16649883076043,21.834709093868568,0.01196,0.0006474,0.0005749,6.025e-07
baseline_00126,5.5,High,300,250,400,25,10,100,50,2000,3000,None,0,Sand,0.1,Wet,3,High,High,42.3516931007904,0.42931676867070406,93.31360382891425,22.091006132243876,0.01188,0.0006531,0.0005674,6.007e-07
baseline_00127,5.5,High,300,250,400,25,25,20,10,100,150,None,0,Loam,0.5,Dry,12,Low,Low,83.63975920589884,96.20864235752606,99.1160787560932,82.4197318143762,0.02288,0.1427,0.0005875,2.185e-06
baseline_00128,5.5,High,300,250,400,25,25,100,50,100,150,None,0,Loam,0.5,Dry,12,High,Low,84.1922927101492,96.3611527549224,99.18145875527267,83.13916209753496,0.02275,0.1412,0.0005807,2.176e-06
baseline_00129,5.5,High,300,250,400,25,25,20,10,500,700,None,0,Loam,0.5,Dry,12,Low,Medium,68.27932778773874,95.52234556924252,97.51426877619592,51.2144432823647,0.01878,0.1424,0.0005812,1.365e-06
baseline_00130,5.5,High,300,250,400,25,25,100,50,500,700,None,0,Loam,0.5,Dry,12,High,Medium,68.9769013368548,95.6494375670728,97.62868377476002,52.06876674361573,0.01878,0.1412,0.0005761,1.374e-06
baseline_00131,5.5,High,300,250,400,25,25,20,10,2000,3000,None,0,Loam,0.5,Dry,12,Low,High,38.96051871845379,93.05676081133498,92.44731883978613,20.314912620695672,0.01082,0.1401,0.0005564,5.467e-07
baseline_00132,5.5,High,300,250,400,25,25,100,50,2000,3000,None,0,Loam,0.5,Dry,12,High,High,39.27131881459462,93.13301601003316,92.5780788381451,20.521748827103817,0.01085,0.1395,0.0005543,5.496e-07
baseline_00133,5.5,High,300,250,400,25,25,20,10,100,150,None,0,Loam,0.5,Mesic,8,Low,Low,83.63975920589884,96.20864235752606,99.1160787560932,82.4197318143762,0.02288,0.1427,0.0005875,2.185e-06
baseline_00134,5.5,High,300,250,400,25,25,100,50,100,150,None,0,Loam,0.5,Mesic,8,High,Low,84.1922927101492,96.3611527549224,99.18145875527267,83.13916209753496,0.02275,0.1412,0.0005807,2.176e-06
baseline_00135,5.5,High,300,250,400,25,25,20,10,500,700,None,0,Loam,0.5,Mesic,8,Low,Medium,68.27932778773874,95.49692716967645,97.51426877619592,51.2144432823647,0.01878,0.1424,0.0005813,1.365e-06
baseline_00136,5.5,High,300,250,400,25,25,100,50,500,700,None,0,Loam,0.5,Mesic,8,High,Medium,68.9769013368548,95.6494375670728,97.62868377476002,52.06876674361573,0.01878,0.1412,0.0005761,1.374e-06
baseline_00137,5.5,High,300,250,400,25,25,20,10,2000,3000,None,0,Loam,0.5,Mesic,8,Low,High,38.967425387256924,92.82799521524045,92.44731883978613,20.314912620695672,0.01084,0.14,0.0005574,5.478e-07
baseline_00138,5.5,High,300,250,400,25,25,100,50,2000,3000,None,0,Loam,0.5,Mesic,8,High,High,39.27131881459462,92.90425041393863,92.5780788381451,20.526245266373557,0.01087,0.1394,0.0005554,5.507e-07
baseline_00139,5.5,High,300,250,400,25,25,20,10,100,150,None,0,Loam,0.5,Wet,3,Low,Low,85.9880265989629,44.68554643712835,99.34490875322139,89.79389221675356,0.0386,0.1088,0.0009668,3.908e-06
baseline_00140,5.5,High,300,250,400,25,25,100,50,100,150,None,0,Loam,0.5,Wet,3,High,Low,86.47149341518197,45.905629616299095,99.39394375260599,90.10864296563551,0.03763,0.1083,0.0009375,3.801e-06
baseline_00141,5.5,High,300,250,400,25,25,20,10,500,700,None,0,Loam,0.5,Wet,3,Low,Medium,73.14162262514193,7.134944758192223,98.11903376860612,59.71271350217763,0.06907,0.03653,0.002008,5.466e-06
baseline_00142,5.5,High,300,250,400,25,25,100,50,500,700,None,0,Loam,0.5,Wet,3,High,Medium,73.83228950545488,7.513678911726472,98.21710376737533,60.65696574882351,0.0675,0.03722,0.001945,5.372e-06
baseline_00143,5.5,High,300,250,400,25,25,20,10,2000,3000,None,0,Loam,0.5,Wet,3,Low,High,40.96345267136136,0.41914940884428126,92.970358833222,21.830212654598824,0.05859,0.003251,0.002882,3.026e-06
baseline_00144,5.5,High,300,250,400,25,25,100,50,2000,3000,None,0,Loam,0.5,Wet,3,High,High,41.315692780320965,0.42906258467504355,93.11746383137583,22.082013253704392,0.05822,0.003278,0.002843,3.016e-06
baseline_00145,5.5,High,300,250,400,25,40,20,10,100,150,None,0,Clay,1.5,Dry,12,Low,Low,79.15042448386464,95.16648797531772,98.8545587593753,82.37476742167877,0.06584,0.4291,0.001782,6.641e-06
baseline_00146,5.5,High,300,250,400,25,40,100,50,100,150,None,0,Clay,1.5,Dry,12,High,Low,79.84109136417759,95.36983517184618,98.91993875855476,83.09419770483754,0.06553,0.4244,0.00176,6.61e-06
baseline_00147,5.5,High,300,250,400,25,40,20,10,500,700,None,0,Clay,1.5,Dry,12,Low,Medium,65.40615356563684,94.55644638573236,97.26909377927286,51.169478889667275,0.05454,0.4274,0.001758,4.136e-06
baseline_00148,5.5,High,300,250,400,25,40,100,50,500,700,None,0,Clay,1.5,Dry,12,High,Medium,66.1244471211623,94.73437518269475,97.38350877783695,52.0238023509183,0.05456,0.4238,0.001742,4.162e-06
baseline_00149,5.5,High,300,250,400,25,40,20,10,2000,3000,None,0,Clay,1.5,Dry,12,Low,High,38.10409178686572,92.29420882435326,92.2511788422477,20.305919742156185,0.03194,0.4194,0.001676,1.65e-06
baseline_00150,5.5,High,300,250,400,25,40,100,50,2000,3000,None,0,Clay,1.5,Dry,12,High,High,38.40107854540029,92.3958824226175,92.38193884060667,20.517252387834077,0.03202,0.4177,0.00167,1.658e-06
baseline_00151,5.5,High,300,250,400,25,40,20,10,100,150,None,0,Clay,1.5,Mesic,8,Low,Low,79.15042448386464,95.16648797531772,98.8545587593753,82.37476742167877,0.06584,0.4291,0.001782,6.641e-06
baseline_00152,5.5,High,300,250,400,25,40,100,50,100,150,None,0,Clay,1.5,Mesic,8,High,Low,79.84109136417759,95.36983517184618,98.91993875855476,83.09419770483754,0.06553,0.4244,0.00176,6.61e-06
baseline_00153,5.5,High,300,250,400,25,40,20,10,500,700,None,0,Clay,1.5,Mesic,8,Low,Medium,65.41306023443995,94.5310279861663,97.26909377927286,51.169478889667275,0.05455,0.4274,0.001758,4.137e-06
baseline_00154,5.5,High,300,250,400,25,40,100,50,500,700,None,0,Clay,1.5,Mesic,8,High,Medium,66.1244471211623,94.7089567831287,97.38350877783695,52.0238023509183,0.05457,0.4238,0.001742,4.163e-06
baseline_00155,5.5,High,300,250,400,25,40,20,10,2000,3000,None,0,Clay,1.5,Mesic,8,Low,High,38.10409178686572,92.04002482869271,92.2511788422477,20.310416181425932,0.032,0.4191,0.001679,1.653e-06
baseline_00156,5.5,High,300,250,400,25,40,100,50,2000,3000,None,0,Clay,1.5,Mesic,8,High,High,38.40798521420343,92.16711682652297,92.38193884060667,20.521748827103817,0.03209,0.4174,0.001673,1.662e-06
baseline_00157,5.5,High,300,250,400,25,40,20,10,100,150,None,0,Clay,1.5,Wet,3,Low,Low,81.01522506070961,44.355107242769606,99.0670437567086,89.74892782405614,0.1109,0.329,0.002938,1.19e-05
baseline_00158,5.5,High,300,250,400,25,40,100,50,100,150,None,0,Clay,1.5,Wet,3,High,Low,81.70589194102257,45.57519042194035,99.1160787560932,90.06367857293809,0.1082,0.3274,0.002846,1.157e-05
baseline_00159,5.5,High,300,250,400,25,40,20,10,500,700,None,0,Clay,1.5,Wet,3,Low,Medium,69.68828822357715,7.114610038539376,97.84116877209333,59.667749109480205,0.2015,0.1116,0.006132,1.673e-05
baseline_00160,5.5,High,300,250,400,25,40,100,50,500,700,None,0,Clay,1.5,Wet,3,High,Medium,70.4480217919214,7.490802352117022,97.95558377065741,60.612001356126086,0.1969,0.1136,0.005935,1.643e-05
baseline_00161,5.5,High,300,250,400,25,40,20,10,2000,3000,None,0,Clay,1.5,Wet,3,Low,High,39.98270570131696,0.41889522484862074,92.75787383588869,21.82571621532908,0.1732,0.009841,0.008708,9.164e-06
baseline_00162,5.5,High,300,250,400,25,40,100,50,2000,3000,None,0,Clay,1.5,Wet,3,High,High,40.32803914147344,0.428808400679383,92.90497883404251,22.07751681443465,0.1721,0.009922,0.008592,9.131e-06
baseline_00163,6.5,Low,25,20,30,2,10,20,10,100,150,None,0,Sand,0.1,Dry,12,Low,Low,65.6409440361224,70.09124571143886,97.85207076993017,77.73222008953536,0.006465,0.03593,0.000188,7.123e-07
baseline_00164,6.5,Low,25,20,30,2,10,100,50,100,150,None,0,Sand,0.1,Dry,12,High,Low,68.16878342135186,72.4742209736138,98.09179744664937,79.64320742362374,0.006449,0.03568,0.000181,7.009e-07
baseline_00165,6.5,Low,25,20,30,2,10,20,10,500,700,None,0,Sand,0.1,Dry,12,Low,Medium,56.524146253327636,73.33209206799677,96.17398403289572,46.90349794990403,0.005384,0.03635,0.0001786,4.157e-07
baseline_00166,6.5,Low,25,20,30,2,10,100,50,500,700,None,0,Sand,0.1,Dry,12,High,Medium,58.015985890512226,74.50769319733641,96.41371070961495,48.35360010341814,0.005409,0.03616,0.0001753,4.195e-07
baseline_00167,6.5,Low,25,20,30,2,10,20,10,2000,3000,None,0,Sand,0.1,Dry,12,Low,High,35.2820074194158,76.06457036862403,91.1397238217924,19.267248768396765,0.003306,0.0371,0.0001666,1.68e-07
baseline_00168,6.5,Low,25,20,30,2,10,100,50,2000,3000,None,0,Sand,0.1,Dry,12,High,High,35.71298331460246,76.41407340707636,91.33586383001722,19.54265576654479,0.003323,0.03702,0.0001658,1.692e-07
baseline_00169,6.5,Low,25,20,30,2,10,20,10,100,150,None,0,Sand,0.1,Mesic,8,Low,Low,65.6409440361224,70.09124571143886,97.85207076993017,77.73222008953536,0.006465,0.03593,0.000188,7.124e-07
baseline_00170,6.5,Low,25,20,30,2,10,100,50,100,150,None,0,Sand,0.1,Mesic,8,High,Low,68.16878342135186,72.4742209736138,98.09179744664937,79.64320742362374,0.006449,0.03568,0.000181,7.009e-07
baseline_00171,6.5,Low,25,20,30,2,10,20,10,500,700,None,0,Sand,0.1,Mesic,8,Low,Medium,56.524146253327636,73.3003190645011,96.17398403289572,46.90349794990403,0.005384,0.03635,0.0001787,4.157e-07
baseline_00172,6.5,Low,25,20,30,2,10,100,50,500,700,None,0,Sand,0.1,Mesic,8,High,Medium,58.015985890512226,74.50769319733641,96.41371070961495,48.35360010341814,0.00541,0.03616,0.0001754,4.196e-07
baseline_00173,6.5,Low,25,20,30,2,10,20,10,2000,3000,None,0,Sand,0.1,Mesic,8,Low,High,35.2820074194158,75.9057053511457,91.1397238217924,19.267248768396765,0.003312,0.03709,0.0001669,1.683e-07
baseline_00174,6.5,Low,25,20,30,2,10,100,50,2000,3000,None,0,Sand,0.1,Mesic,8,High,High,35.71298331460246,76.25520838959802,91.33586383001722,19.54265576654479,0.003329,0.037,0.0001661,1.695e-07
baseline_00175,6.5,Low,25,20,30,2,10,20,10,100,150,None,0,Sand,0.1,Wet,3,Low,Low,65.00276819132678,21.872535606416367,97.83027743568297,78.80012477623181,0.01414,0.02477,0.0004151,1.594e-06
baseline_00176,6.5,Low,25,20,30,2,10,100,50,100,150,None,0,Sand,0.1,Wet,3,High,Low,67.71294353221212,24.38260288257397,98.09179744664937,80.59870109066792,0.01349,0.02528,0.0003811,1.494e-06
baseline_00177,6.5,Low,25,20,30,2,10,20,10,500,700,None,0,Sand,0.1,Wet,3,Low,Medium,56.22577832589071,3.33934266739448,96.17398403289572,47.488035252095756,0.02512,0.007764,0.000838,1.974e-06
baseline_00178,6.5,Low,25,20,30,2,10,100,50,500,700,None,0,Sand,0.1,Wet,3,High,Medium,57.78392194695018,3.6094131971076395,96.41371070961495,48.960619609540316,0.02472,0.008036,0.0008045,1.949e-06
baseline_00179,6.5,Low,25,20,30,2,10,20,10,2000,3000,None,0,Sand,0.1,Wet,3,Low,High,35.29029541740015,0.3278973960752715,91.16151715603961,19.37403923706641,0.02473,0.001196,0.001246,1.263e-06
baseline_00180,6.5,Low,25,20,30,2,10,100,50,2000,3000,None,0,Sand,0.1,Wet,3,High,High,35.729559310571176,0.33647610701910124,91.35765716426441,19.65506678619705,0.02465,0.001209,0.00123,1.262e-06
baseline_00181,6.5,Low,25,20,30,2,25,20,10,100,150,None,0,Loam,0.5,Dry,12,Low,Low,48.14498029114079,54.96729604750191,96.08681069590692,77.61980906988312,0.02986,0.1774,0.001162,4.48e-06
baseline_00182,6.5,Low,25,20,30,2,25,100,50,100,150,None,0,Loam,0.5,Dry,12,High,Low,51.12865956550999,58.17636940056416,96.50088404660373,79.53079640397146,0.02979,0.1764,0.001097,4.312e-06
baseline_00183,6.5,Low,25,20,30,2,25,20,10,500,700,None,0,Loam,0.5,Dry,12,Low,Medium,44.987253059100055,59.79679257884312,94.7356239725805,46.90349794990403,0.02582,0.1786,0.00106,2.504e-06
baseline_00184,6.5,Low,25,20,30,2,25,100,50,500,700,None,0,Loam,0.5,Dry,12,High,Medium,46.57854867209696,61.544307771104734,95.0625239862885,48.3367384504703,0.02588,0.1779,0.00103,2.499e-06
baseline_00185,6.5,Low,25,20,30,2,25,20,10,2000,3000,None,0,Loam,0.5,Dry,12,Low,High,31.50268033854814,65.64302522204564,90.1590237806684,19.272869319379378,0.01676,0.1818,0.0009354,9.538e-07
baseline_00186,6.5,Low,25,20,30,2,25,100,50,2000,3000,None,0,Loam,0.5,Dry,12,High,High,31.9336562337348,66.24671228846329,90.3769571231404,19.54265576654479,0.01681,0.1814,0.0009276,9.57e-07
baseline_00187,6.5,Low,25,20,30,2,25,20,10,100,150,None,0,Loam,0.5,Mesic,8,Low,Low,48.14498029114079,54.96729604750191,96.08681069590692,77.61980906988312,0.02986,0.1774,0.001162,4.48e-06
baseline_00188,6.5,Low,25,20,30,2,25,100,50,100,150,None,0,Loam,0.5,Mesic,8,High,Low,51.12865956550999,58.17636940056416,96.50088404660373,79.53079640397146,0.02979,0.1764,0.001097,4.312e-06
baseline_00189,6.5,Low,25,20,30,2,25,20,10,500,700,None,0,Loam,0.5,Mesic,8,Low,Medium,44.987253059100055,59.79679257884312,94.7356239725805,46.90349794990403,0.02582,0.1786,0.001061,2.505e-06
baseline_00190,6.5,Low,25,20,30,2,25,100,50,500,700,None,0,Loam,0.5,Mesic,8,High,Medium,46.57854867209696,61.512534767609075,95.0625239862885,48.3367384504703,0.02588,0.1779,0.00103,2.499e-06
baseline_00191,6.5,Low,25,20,30,2,25,20,10,2000,3000,None,0,Loam,0.5,Mesic,8,Low,High,31.50268033854814,65.51593320806298,90.1590237806684,19.272869319379378,0.01678,0.1817,0.0009369,9.553e-07
baseline_00192,6.5,Low,25,20,30,2,25,100,50,2000,3000,None,0,Loam,0.5,Mesic,8,High,High,31.9336562337348,66.11962027448061,90.3769571231404,19.548276317527407,0.01683,0.1814,0.0009291,9.585e-07
baseline_00193,6.5,Low,25,20,30,2,25,20,10,100,150,None,0,Loam,0.5,Wet,3,Low,Low,47.382484476579776,20.013814901919915,95.99963735891812,78.63150824675343,0.05951,0.1308,0.002351,9.185e-06
baseline_00194,6.5,Low,25,20,30,2,25,100,50,100,150,None,0,Loam,0.5,Wet,3,High,Low,50.49877171869872,22.355485259550488,96.43550404386214,80.43008456118953,0.05748,0.1324,0.002141,8.517e-06
baseline_00195,6.5,Low,25,20,30,2,25,20,10,500,700,None,0,Loam,0.5,Wet,3,Low,Medium,44.40709320019493,3.310746964248381,94.67024396983888,47.49927635406098,0.1142,0.0443,0.004748,1.136e-05
baseline_00196,6.5,Low,25,20,30,2,25,100,50,500,700,None,0,Loam,0.5,Wet,3,High,Medium,46.05640479908235,3.5744628932624076,95.01893731779411,48.9549990585577,0.1126,0.0455,0.004531,1.113e-05
baseline_00197,6.5,Low,25,20,30,2,25,20,10,2000,3000,None,0,Loam,0.5,Wet,3,Low,High,31.394936364751473,0.3278973960752715,90.1372304464212,19.37965978804902,0.1188,0.006456,0.006651,6.822e-06
baseline_00198,6.5,Low,25,20,30,2,25,100,50,2000,3000,None,0,Loam,0.5,Wet,3,High,High,31.834200257922497,0.33679383705405797,90.3551637888932,19.66068733717966,0.1184,0.006519,0.006556,6.804e-06
baseline_00199,6.5,Low,25,20,30,2,40,20,10,100,150,None,0,Clay,1.5,Dry,12,Low,Low,37.88443878650449,44.958799946367165,94.3433439561309,77.56360356005698,0.08494,0.5246,0.004126,1.618e-05
baseline_00200,6.5,Low,25,20,30,2,40,100,50,100,150,None,0,Clay,1.5,Dry,12,High,Low,40.75208608909266,48.32673831690775,94.9317639808053,79.41838538431922,0.08466,0.5225,0.003847,1.535e-05
baseline_00201,6.5,Low,25,20,30,2,40,20,10,500,700,None,0,Clay,1.5,Dry,12,Low,Medium,37.271126935661925,50.264891530143366,93.34085058075966,46.909118500886635,0.07512,0.5273,0.003669,8.796e-06
baseline_00202,6.5,Low,25,20,30,2,40,100,50,500,700,None,0,Clay,1.5,Dry,12,High,Medium,38.820982558737036,52.20304474337898,93.75492393145647,48.33111789948769,0.07514,0.5259,0.00354,8.705e-06
baseline_00203,6.5,Low,25,20,30,2,40,20,10,2000,3000,None,0,Clay,1.5,Dry,12,Low,High,28.42783308635099,57.60445533764217,89.17832373954437,19.27848987036199,0.05083,0.536,0.00311,3.207e-06
baseline_00204,6.5,Low,25,20,30,2,40,100,50,2000,3000,None,0,Clay,1.5,Dry,12,High,High,28.858808981537653,58.30346141454682,89.41805041626357,19.548276317527407,0.0509,0.5353,0.003076,3.208e-06
baseline_00205,6.5,Low,25,20,30,2,40,20,10,100,150,None,0,Clay,1.5,Mesic,8,Low,Low,37.88443878650449,44.958799946367165,94.3433439561309,77.56360356005698,0.08495,0.5246,0.004126,1.618e-05
baseline_00206,6.5,Low,25,20,30,2,40,100,50,100,150,None,0,Clay,1.5,Mesic,8,High,Low,40.75208608909266,48.32673831690775,94.9317639808053,79.41838538431922,0.08466,0.5225,0.003847,1.535e-05
baseline_00207,6.5,Low,25,20,30,2,40,20,10,500,700,None,0,Clay,1.5,Mesic,8,Low,Medium,37.271126935661925,50.264891530143366,93.34085058075966,46.909118500886635,0.07513,0.5273,0.003669,8.797e-06
baseline_00208,6.5,Low,25,20,30,2,40,100,50,500,700,None,0,Clay,1.5,Mesic,8,High,Medium,38.820982558737036,52.171271739883316,93.75492393145647,48.33111789948769,0.07515,0.5258,0.00354,8.706e-06
baseline_00209,6.5,Low,25,20,30,2,40,20,10,2000,3000,None,0,Clay,1.5,Mesic,8,Low,High,28.42783308635099,57.509136327155176,89.17832373954437,19.27848987036199,0.0509,0.5358,0.003115,3.211e-06
baseline_00210,6.5,Low,25,20,30,2,40,100,50,2000,3000,None,0,Clay,1.5,Mesic,8,High,High,28.858808981537653,58.20814240405983,89.41805041626357,19.548276317527407,0.05097,0.5351,0.00308,3.212e-06
baseline_00211,6.5,Low,25,20,30,2,40,20,10,100,150,None,0,Clay,1.5,Wet,3,Low,Low,37.27941493364629,18.466469631680987,94.21258395064768,78.46289171727504,0.1568,0.4042,0.007729,3.07e-05
baseline_00212,6.5,Low,25,20,30,2,40,100,50,100,150,None,0,Clay,1.5,Wet,3,High,Low,40.22165421809369,20.6524522721828,94.8445906438165,80.26146803171115,0.1526,0.4077,0.007018,2.833e-05
baseline_00213,6.5,Low,25,20,30,2,40,20,10,500,700,None,0,Clay,1.5,Wet,3,Low,Medium,36.682679078772445,3.285328561451848,93.23188390952366,47.51613800700883,0.3148,0.1467,0.0156,3.794e-05
baseline_00214,6.5,Low,25,20,30,2,40,100,50,500,700,None,0,Clay,1.5,Wet,3,High,Medium,38.273974691769354,3.542689889766742,93.66775059446766,48.9493785075751,0.311,0.1499,0.01485,3.701e-05
baseline_00215,6.5,Low,25,20,30,2,40,20,10,2000,3000,None,0,Clay,1.5,Wet,3,Low,High,28.27036112464817,0.3278973960752715,89.13473707104997,19.390900890014244,0.3435,0.02075,0.02113,2.192e-05
baseline_00216,6.5,Low,25,20,30,2,40,100,50,2000,3000,None,0,Clay,1.5,Wet,3,High,High,28.709625017819196,0.33679383705405797,89.39625708201638,19.66068733717966,0.3427,0.02092,0.02081,2.184e-05
baseline_00217,6.5,Medium,100,80,120,8,10,20,10,100,150,None,0,Sand,0.1,Dry,12,Low,Low,70.84167744969962,64.72952052177602,98.28791603466011,79.30596322108673,0.007921,0.03768,0.0002144,8.251e-07
baseline_00218,6.5,Medium,100,80,120,8,10,100,50,100,150,None,0,Sand,0.1,Dry,12,High,Low,72.3956773937556,66.14341850347635,98.45136600589292,80.69704939381663,0.007901,0.03757,0.0002095,8.193e-07
baseline_00219,6.5,Medium,100,80,120,8,10,20,10,500,700,None,0,Sand,0.1,Dry,12,Low,Medium,59.36279786293929,66.5882403404158,96.54444967484352,48.08380689981552,0.006616,0.03863,0.0002099,4.987e-07
baseline_00220,6.5,Medium,100,80,120,8,10,100,50,500,700,None,0,Sand,0.1,Dry,12,High,Medium,60.54383782042184,67.32696231961879,96.70789964607633,49.34843069320634,0.006653,0.03851,0.0002073,5.046e-07
baseline_00221,6.5,Medium,100,80,120,8,10,20,10,2000,3000,None,0,Sand,0.1,Dry,12,Low,High,35.99063870433701,67.58908947352953,91.4230172428823,19.531411920147157,0.004126,0.04033,0.0002044,2.083e-07
baseline_00222,6.5,Medium,100,80,120,8,10,100,50,2000,3000,None,0,Sand,0.1,Dry,12,High,High,36.38431869016453,67.69235168567617,91.5864672141151,19.78433667882532,0.004157,0.04026,0.0002041,2.103e-07
baseline_00223,6.5,Medium,100,80,120,8,10,20,10,100,150,None,0,Sand,0.1,Mesic,8,Low,Low,70.84167744969962,64.72952052177602,98.28791603466011,79.30596322108673,0.007921,0.03768,0.0002144,8.251e-07
baseline_00224,6.5,Medium,100,80,120,8,10,100,50,100,150,None,0,Sand,0.1,Mesic,8,High,Low,72.3956773937556,66.13547525638815,98.45136600589292,80.69704939381663,0.007901,0.03757,0.0002095,8.193e-07
baseline_00225,6.5,Medium,100,80,120,8,10,20,10,500,700,None,0,Sand,0.1,Mesic,8,Low,Medium,59.36279786293929,66.5723538462394,96.54444967484352,48.08380689981552,0.006617,0.03863,0.0002099,4.987e-07
baseline_00226,6.5,Medium,100,80,120,8,10,100,50,500,700,None,0,Sand,0.1,Mesic,8,High,Medium,60.54383782042184,67.31901907253058,96.70789964607633,49.34843069320634,0.006654,0.0385,0.0002073,5.046e-07
baseline_00227,6.5,Medium,100,80,120,8,10,20,10,2000,3000,None,0,Sand,0.1,Mesic,8,Low,High,35.99063870433701,67.47788401429466,91.4230172428823,19.531411920147157,0.004133,0.04032,0.0002047,2.086e-07
baseline_00228,6.5,Medium,100,80,120,8,10,100,50,2000,3000,None,0,Sand,0.1,Mesic,8,High,High,36.38431869016453,67.58114622644132,91.5864672141151,19.78433667882532,0.004163,0.04025,0.0002044,2.107e-07
baseline_00229,6.5,Medium,100,80,120,8,10,20,10,100,150,None,0,Sand,0.1,Wet,3,Low,Low,69.99215748028233,26.832288663953786,98.28791603466011,82.80475571613466,0.01468,0.02928,0.000402,1.615e-06
baseline_00230,6.5,Medium,100,80,120,8,10,100,50,100,150,None,0,Sand,0.1,Wet,3,High,Low,71.83623741389546,28.849873424357646,98.45136600589292,83.95696850566853,0.0142,0.02968,0.0003796,1.544e-06
baseline_00231,6.5,Medium,100,80,120,8,10,20,10,500,700,None,0,Sand,0.1,Wet,3,Low,Medium,59.05199787412807,4.038346819643015,96.5989329985878,50.570900360150794,0.02936,0.01045,0.0009368,2.339e-06
baseline_00232,6.5,Medium,100,80,120,8,10,100,50,500,700,None,0,Sand,0.1,Wet,3,High,Medium,60.39879782564328,4.334629936033031,96.81686629356486,51.90578103095223,0.02893,0.01081,0.0009045,2.313e-06
baseline_00233,6.5,Medium,100,80,120,8,10,20,10,2000,3000,None,0,Sand,0.1,Wet,3,Low,High,36.177118697623726,0.34878797964304636,91.47750056662657,19.981055935575004,0.03263,0.001637,0.001609,1.676e-06
baseline_00234,6.5,Medium,100,80,120,8,10,100,50,2000,3000,None,0,Sand,0.1,Wet,3,High,High,36.591518682705335,0.35792271379448115,91.69543386160363,20.248032069735284,0.03257,0.001658,0.001591,1.677e-06
baseline_00235,6.5,Medium,100,80,120,8,25,20,10,100,150,None,0,Loam,0.5,Dry,12,Low,Low,54.55575803599271,55.19762401593098,96.9258329410534,79.10924396433704,0.03603,0.1897,0.001248,4.861e-06
baseline_00236,6.5,Medium,100,80,120,8,25,100,50,100,150,None,0,Loam,0.5,Dry,12,High,Low,56.627757961400704,57.10400331709998,97.14376623603049,80.52843288803119,0.03603,0.1891,0.001206,4.768e-06
baseline_00237,6.5,Medium,100,80,120,8,25,20,10,500,700,None,0,Loam,0.5,Dry,12,Low,Medium,48.691998247088065,57.914214520096806,95.34581655246961,47.99949864692279,0.03116,0.1929,0.00119,2.858e-06
baseline_00238,6.5,Medium,100,80,120,8,25,100,50,500,700,None,0,Loam,0.5,Dry,12,High,Medium,49.99735820009511,59.002439371180785,95.61823317119097,49.26412244031362,0.03131,0.1923,0.001168,2.871e-06
