scenario_id,ph,metal_level,pb_mg_L,cu_mg_L,zn_mg_L,cd_mg_L,doc_mg_L,ca_mg_L,mg_mg_L,na_mg_L,cl_mg_L,chelator,dose_mg_L,texture,hfo_sites,moisture,pe,ca_mg_level,ionic_level,pb_total_mol,pb_free_mol,pb_percent_free,pb_sorbed_mol,cu_total_mol,cu_free_mol,cu_percent_free,cu_sorbed_mol,zn_total_mol,zn_free_mol,zn_percent_free,zn_sorbed_mol,cd_total_mol,cd_free_mol,cd_percent_free,cd_sorbed_mol
2873,6.0,High,300,250,400,25,10,100,50,2000,3000,Citrate,150,Sand,0.1,Wet,3,High,High,0.0014479,0.0004594,31.72871054630845,0.0244,0.0039339,1.66e-05,0.4219731055695366,0.001759,0.0061181,0.005357,87.55986335627074,0.001459,0.0002224,4.884e-05,21.960431654676256,1.637e-06
2874,6.0,High,300,250,400,25,10,100,50,2000,3000,Citrate,300,Sand,0.1,Wet,3,High,High,0.0014479,0.000339,23.413219144968576,0.02199,0.0039339,1.629e-05,0.4140928849233585,0.002109,0.0061181,0.004934,80.64595217469477,0.001642,0.0002224,4.857e-05,21.839028776978413,1.988e-06
2875,6.0,High,300,250,400,25,10,100,50,2000,3000,Humic,50,Sand,0.1,Wet,3,High,High,0.0014479,0.0006177,42.66178603494716,0.02671,0.0039339,1.689e-05,0.4293449248837032,0.001457,0.0061181,0.005711,93.34597342312156,0.001266,0.0002224,4.912e-05,22.0863309352518,1.34e-06
2876,6.0,High,300,250,400,25,10,100,50,2000,3000,Humic,150,Sand,0.1,Wet,3,High,High,0.0014479,0.0006147,42.45458940534568,0.02667,0.0039339,1.689e-05,0.4293449248837032,0.001462,0.0061181,0.005708,93.29693859204656,0.00127,0.0002224,4.912e-05,22.0863309352518,1.345e-06
2877,6.0,High,300,250,400,25,10,100,50,2000,3000,Humic,300,Sand,0.1,Wet,3,High,High,0.0014479,0.0006103,42.150701015263486,0.02662,0.0039339,1.688e-05,0.4290907242176974,0.001469,0.0061181,0.005705,93.24790376097155,0.001276,0.0002224,4.911e-05,22.0818345323741,1.351e-06
2878,6.0,High,300,250,400,25,10,100,50,2000,3000,Fulvic,50,Sand,0.1,Wet,3,High,High,0.0014479,0.0006177,42.66178603494716,0.02671,0.0039339,1.689e-05,0.4293449248837032,0.001457,0.0061181,0.005711,93.34597342312156,0.001266,0.0002224,4.912e-05,22.0863309352518,1.34e-06
2879,6.0,High,300,250,400,25,10,100,50,2000,3000,Fulvic,150,Sand,0.1,Wet,3,High,High,0.0014479,0.0006147,42.45458940534568,0.02667,0.0039339,1.689e-05,0.4293449248837032,0.001462,0.0061181,0.005708,93.29693859204656,0.00127,0.0002224,4.912e-05,22.0863309352518,1.345e-06
2880,6.0,High,300,250,400,25,10,100,50,2000,3000,Fulvic,300,Sand,0.1,Wet,3,High,High,0.0014479,0.0006103,42.150701015263486,0.02662,0.0039339,1.688e-05,0.4290907242176974,0.001469,0.0061181,0.005705,93.24790376097155,0.001276,0.0002224,4.911e-05,22.0818345323741,1.351e-06
2881,6.0,High,300,250,400,25,25,20,10,100,150,EDTA,50,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001293,89.30174735824298,0.03488,0.0039339,0.003339,84.87760237931823,0.1796,0.0061181,0.006085,99.45898236380576,0.0008415,0.0002224,0.0001833,82.41906474820144,3.119e-06
2882,6.0,High,300,250,400,25,25,20,10,100,150,EDTA,150,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001269,87.64417432143104,0.0365,0.0039339,0.003083,78.37006532957116,0.1769,0.0061181,0.006083,99.42629247642245,0.000897,0.0002224,0.0001832,82.37410071942446,3.324e-06
2883,6.0,High,300,250,400,25,25,20,10,100,150,EDTA,300,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001228,84.81248705021063,0.03925,0.0039339,0.0027,68.63417982155114,0.1722,0.0061181,0.00608,99.37725764534744,0.0009968,0.0002224,0.0001831,82.32913669064747,3.693e-06
2884,6.0,High,300,250,400,25,25,20,10,100,150,NTA,50,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001302,89.92333724704744,0.03576,0.0039339,0.003257,82.79315691807113,0.1785,0.0061181,0.006084,99.4426374201141,0.000857,0.0002224,0.0001833,82.41906474820144,3.176e-06
2885,6.0,High,300,250,400,25,25,20,10,100,150,NTA,150,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001297,89.57800953104496,0.03963,0.0039339,0.002834,72.04046874602813,0.1728,0.0061181,0.00608,99.37725764534744,0.000953,0.0002224,0.0001831,82.32913669064747,3.53e-06
2886,6.0,High,300,250,400,25,25,20,10,100,150,NTA,300,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001286,88.8182885558395,0.04755,0.0039339,0.002188,55.61910572205699,0.1614,0.0061181,0.006071,99.2301531521224,0.001152,0.0002224,0.0001828,82.19424460431655,4.265e-06
2887,6.0,High,300,250,400,25,25,20,10,100,150,Citrate,50,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001269,87.64417432143104,0.03466,0.0039339,0.003297,83.80995958209411,0.1797,0.0061181,0.006069,99.19746326473906,0.0008503,0.0002224,0.0001832,82.37410071942446,3.158e-06
2888,6.0,High,300,250,400,25,25,20,10,100,150,Citrate,150,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001199,82.80958629739624,0.03596,0.0039339,0.002955,75.11629680469764,0.1768,0.0061181,0.006035,98.64173517922232,0.0009283,0.0002224,0.000183,82.2841726618705,3.462e-06
2889,6.0,High,300,250,400,25,25,20,10,100,150,Citrate,300,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001091,75.35050763174253,0.0384,0.0039339,0.002442,62.07580263860291,0.1716,0.0061181,0.005974,97.64469361403052,0.001079,0.0002224,0.0001826,82.10431654676258,4.055e-06
2890,6.0,High,300,250,400,25,25,20,10,100,150,Humic,50,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001298,89.64707507424545,0.03402,0.0039339,0.003461,87.97885050458834,0.181,0.0061181,0.006084,99.4426374201141,0.0008179,0.0002224,0.0001833,82.41906474820144,3.032e-06
2891,6.0,High,300,250,400,25,25,20,10,100,150,Humic,150,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001285,88.74922301263899,0.03381,0.0039339,0.00345,87.69922977198202,0.1811,0.0061181,0.006081,99.39360258903908,0.0008207,0.0002224,0.0001833,82.41906474820144,3.043e-06
2892,6.0,High,300,250,400,25,25,20,10,100,150,Humic,300,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001266,87.43697769182954,0.0335,0.0039339,0.003434,87.29250870637281,0.1814,0.0061181,0.006077,99.32822281427242,0.000825,0.0002224,0.0001833,82.41906474820144,3.061e-06
2893,6.0,High,300,250,400,25,25,20,10,100,150,Fulvic,50,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001298,89.64707507424545,0.03402,0.0039339,0.003461,87.97885050458834,0.181,0.0061181,0.006084,99.4426374201141,0.0008179,0.0002224,0.0001833,82.41906474820144,3.032e-06
2894,6.0,High,300,250,400,25,25,20,10,100,150,Fulvic,150,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001285,88.74922301263899,0.03381,0.0039339,0.00345,87.69922977198202,0.1811,0.0061181,0.006081,99.39360258903908,0.0008207,0.0002224,0.0001833,82.41906474820144,3.043e-06
2895,6.0,High,300,250,400,25,25,20,10,100,150,Fulvic,300,Loam,0.5,Mesic,8,Low,Low,0.0014479,0.001266,87.43697769182954,0.0335,0.0039339,0.003434,87.29250870637281,0.1814,0.0061181,0.006077,99.32822281427242,0.000825,0.0002224,0.0001833,82.41906474820144,3.061e-06
2896,6.0,High,300,250,400,25,25,20,10,100,150,EDTA,50,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001324,91.4427791974584,0.05924,0.0039339,0.001637,41.61264902514045,0.1462,0.0061181,0.006098,99.67146663179749,0.001399,0.0002224,0.0001991,89.52338129496403,5.62e-06
2897,6.0,High,300,250,400,25,25,20,10,100,150,EDTA,150,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001275,88.05856758063403,0.06121,0.0039339,0.001489,37.850479168255426,0.1426,0.0061181,0.006094,99.60608685703076,0.0015,0.0002224,0.0001982,89.11870503597122,6.002e-06
2898,6.0,High,300,250,400,25,25,20,10,100,150,EDTA,300,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001194,82.46425858139374,0.06419,0.0039339,0.001276,32.43600498233305,0.1369,0.0061181,0.006087,99.49167225118912,0.001679,0.0002224,0.0001967,88.44424460431655,6.674e-06
2899,6.0,High,300,250,400,25,25,20,10,100,150,NTA,50,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001341,92.61689343186684,0.06121,0.0039339,0.001579,40.13828516230713,0.1438,0.0061181,0.006096,99.63877674441412,0.001427,0.0002224,0.0001988,89.38848920863309,5.727e-06
2900,6.0,High,300,250,400,25,25,20,10,100,150,NTA,150,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001327,91.64997582705988,0.06791,0.0039339,0.001319,33.52906784615776,0.1346,0.0061181,0.006087,99.49167225118912,0.001598,0.0002224,0.0001974,88.75899280575538,6.373e-06
2901,6.0,High,300,250,400,25,25,20,10,100,150,NTA,300,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001297,89.57800953104496,0.08029,0.0039339,0.0009535,24.23803350364778,0.1178,0.0061181,0.006064,99.11573854628072,0.001926,0.0002224,0.0001948,87.58992805755395,7.609e-06
2902,6.0,High,300,250,400,25,25,20,10,100,150,Citrate,50,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001284,88.6801574694385,0.05831,0.0039339,0.001621,41.20592795953126,0.1469,0.0061181,0.006073,99.26284303950574,0.001414,0.0002224,0.000199,89.47841726618705,5.7e-06
2903,6.0,High,300,250,400,25,25,20,10,100,150,Citrate,150,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001164,80.39229228537883,0.05854,0.0039339,0.00144,36.60489590482728,0.1445,0.0061181,0.006013,98.2821464180056,0.00155,0.0002224,0.0001979,88.98381294964028,6.278e-06
2904,6.0,High,300,250,400,25,25,20,10,100,150,Citrate,300,Loam,0.5,Wet,3,Low,Low,0.0014479,0.0009931,68.58899095241384,0.05907,0.0039339,0.001181,30.02109865527848,0.1402,0.0061181,0.005905,96.51689249930534,0.001801,0.0002224,0.0001961,88.17446043165467,7.359e-06
2905,6.0,High,300,250,400,25,25,20,10,100,150,Humic,50,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001339,92.47876234546584,0.05807,0.0039339,0.001711,43.49373395358296,0.148,0.0061181,0.006099,99.68781157548914,0.001356,0.0002224,0.0001995,89.70323741007194,5.458e-06
2906,6.0,High,300,250,400,25,25,20,10,100,150,Humic,150,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001324,91.4427791974584,0.05767,0.0039339,0.001707,43.39205368718066,0.1483,0.0061181,0.006096,99.63877674441412,0.001362,0.0002224,0.0001995,89.70323741007194,5.481e-06
2907,6.0,High,300,250,400,25,25,20,10,100,150,Humic,300,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001302,89.92333724704744,0.05708,0.0039339,0.001701,43.23953328757722,0.1488,0.0061181,0.006091,99.55705202595578,0.00137,0.0002224,0.0001994,89.65827338129496,5.516e-06
2908,6.0,High,300,250,400,25,25,20,10,100,150,Fulvic,50,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001339,92.47876234546584,0.05807,0.0039339,0.001711,43.49373395358296,0.148,0.0061181,0.006099,99.68781157548914,0.001356,0.0002224,0.0001995,89.70323741007194,5.458e-06
2909,6.0,High,300,250,400,25,25,20,10,100,150,Fulvic,150,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001324,91.4427791974584,0.05767,0.0039339,0.001707,43.39205368718066,0.1483,0.0061181,0.006096,99.63877674441412,0.001362,0.0002224,0.0001995,89.70323741007194,5.481e-06
2910,6.0,High,300,250,400,25,25,20,10,100,150,Fulvic,300,Loam,0.5,Wet,3,Low,Low,0.0014479,0.001302,89.92333724704744,0.05708,0.0039339,0.001701,43.23953328757722,0.1488,0.0061181,0.006091,99.55705202595578,0.00137,0.0002224,0.0001994,89.65827338129496,5.516e-06
2911,6.0,High,300,250,400,25,25,20,10,500,700,EDTA,50,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001039,71.75909938531666,0.02873,0.0039339,0.003325,84.52172144691019,0.1834,0.0061181,0.005984,97.8081430509472,0.0008487,0.0002224,0.0001139,51.21402877697842,1.987e-06
2912,6.0,High,300,250,400,25,25,20,10,500,700,EDTA,150,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001023,70.65405069410872,0.03023,0.0039339,0.003066,77.93792419736141,0.1807,0.0061181,0.005983,97.79179810725552,0.0009065,0.0002224,0.0001138,51.16906474820143,2.122e-06
2913,6.0,High,300,250,400,25,25,20,10,500,700,EDTA,300,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.0009953,68.74093514745493,0.03281,0.0039339,0.002676,68.02409822313736,0.176,0.0061181,0.00598,97.74276327618053,0.001011,0.0002224,0.0001138,51.16906474820143,2.366e-06
2914,6.0,High,300,250,400,25,25,20,10,500,700,NTA,50,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001044,72.10442710131915,0.02943,0.0039339,0.003245,82.48811611886424,0.1824,0.0061181,0.005983,97.79179810725552,0.0008647,0.0002224,0.0001138,51.16906474820143,2.023e-06
2915,6.0,High,300,250,400,25,25,20,10,500,700,NTA,150,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.00104,71.82816492851715,0.03274,0.0039339,0.002822,71.73542794682122,0.1771,0.0061181,0.005979,97.72641833248883,0.0009648,0.0002224,0.0001136,51.07913669064747,2.254e-06
2916,6.0,High,300,250,400,25,25,20,10,500,700,NTA,300,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001032,71.27564058291318,0.03959,0.0039339,0.002175,55.288644856249526,0.1664,0.0061181,0.00597,97.57931383926385,0.001174,0.0002224,0.0001132,50.89928057553957,2.74e-06
2917,6.0,High,300,250,400,25,25,20,10,500,700,Citrate,50,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001022,70.58498515090821,0.02864,0.0039339,0.00328,83.37781844988434,0.1833,0.0061181,0.005969,97.56296889557215,0.0008577,0.0002224,0.0001137,51.12410071942446,2.011e-06
2918,6.0,High,300,250,400,25,25,20,10,500,700,Citrate,150,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.0009745,67.30437184888459,0.03006,0.0039339,0.002928,74.42995500648212,0.1802,0.0061181,0.005934,96.99089586636374,0.0009386,0.0002224,0.0001135,51.0341726618705,2.208e-06
2919,6.0,High,300,250,400,25,25,20,10,500,700,Citrate,300,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.0008991,62.0968298915671,0.03271,0.0039339,0.002402,61.05899997457994,0.1744,0.0061181,0.005873,95.99385430117194,0.001096,0.0002224,0.0001131,50.85431654676259,2.595e-06
2920,6.0,High,300,250,400,25,25,20,10,500,700,Humic,50,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001042,71.96629601491816,0.02798,0.0039339,0.003449,87.67380970538143,0.1847,0.0061181,0.005984,97.8081430509472,0.0008239,0.0002224,0.0001139,51.21402877697842,1.929e-06
2921,6.0,High,300,250,400,25,25,20,10,500,700,Humic,150,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001034,71.41377166931417,0.02785,0.0039339,0.003439,87.41960903937569,0.1848,0.0061181,0.005981,97.7591082198722,0.0008262,0.0002224,0.0001139,51.21402877697842,1.935e-06
2922,6.0,High,300,250,400,25,25,20,10,500,700,Humic,300,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001022,70.58498515090821,0.02766,0.0039339,0.003424,87.03830804036707,0.1849,0.0061181,0.005977,97.6937284451055,0.0008298,0.0002224,0.0001138,51.16906474820143,1.944e-06
2923,6.0,High,300,250,400,25,25,20,10,500,700,Fulvic,50,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001042,71.96629601491816,0.02798,0.0039339,0.003449,87.67380970538143,0.1847,0.0061181,0.005984,97.8081430509472,0.0008239,0.0002224,0.0001139,51.21402877697842,1.929e-06
2924,6.0,High,300,250,400,25,25,20,10,500,700,Fulvic,150,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001034,71.41377166931417,0.02785,0.0039339,0.003439,87.41960903937569,0.1848,0.0061181,0.005981,97.7591082198722,0.0008262,0.0002224,0.0001139,51.21402877697842,1.935e-06
2925,6.0,High,300,250,400,25,25,20,10,500,700,Fulvic,300,Loam,0.5,Mesic,8,Low,Medium,0.0014479,0.001022,70.58498515090821,0.02766,0.0039339,0.003424,87.03830804036707,0.1849,0.0061181,0.005977,97.6937284451055,0.0008298,0.0002224,0.0001138,51.16906474820143,1.944e-06
2926,6.0,High,300,250,400,25,25,20,10,500,700,EDTA,50,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001071,73.96919676773257,0.1186,0.0039339,0.0002705,6.876128015455402,0.05977,0.0061181,0.006016,98.3311812490806,0.003417,0.0002224,0.0001322,59.44244604316546,9.241e-06
2927,6.0,High,300,250,400,25,25,20,10,500,700,EDTA,150,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.0009579,66.15788383175634,0.1154,0.0039339,0.0002498,6.349932636823509,0.06003,0.0061181,0.006,98.0696621500139,0.003706,0.0002224,0.0001309,58.85791366906476,9.948e-06
2928,6.0,High,300,250,400,25,25,20,10,500,700,EDTA,300,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.0008,55.25243456039782,0.1101,0.0039339,0.0002199,5.589872645466332,0.06037,0.0061181,0.005971,97.5956587829555,0.004214,0.0002224,0.0001288,57.9136690647482,1.118e-05
2929,6.0,High,300,250,400,25,25,20,10,500,700,NTA,50,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001109,76.59368740935147,0.1223,0.0039339,0.0002557,6.499911029766898,0.05626,0.0061181,0.006002,98.10235203739724,0.003395,0.0002224,0.0001316,59.1726618705036,9.154e-06
2930,6.0,High,300,250,400,25,25,20,10,500,700,NTA,150,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001063,73.4166724221286,0.1261,0.0039339,0.0002109,5.361092046061161,0.04992,0.0061181,0.005952,97.2851048528138,0.003622,0.0002224,0.0001291,58.04856115107913,9.66e-06
2931,6.0,High,300,250,400,25,25,20,10,500,700,NTA,300,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.0009809,67.74639132536777,0.1304,0.0039339,0.0001567,3.9833244363100233,0.04158,0.0061181,0.005849,95.60157565257188,0.003989,0.0002224,0.0001255,56.4298561151079,1.053e-05
2932,6.0,High,300,250,400,25,25,20,10,500,700,Citrate,50,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001027,70.9303128669107,0.1163,0.0039339,0.0002719,6.911716108696204,0.06144,0.0061181,0.005957,97.36682957127212,0.003461,0.0002224,0.0001323,59.487410071942435,9.453e-06
2933,6.0,High,300,250,400,25,25,20,10,500,700,Citrate,150,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.0008463,58.45016921058084,0.1087,0.0039339,0.0002528,6.426192836625233,0.06481,0.0061181,0.005809,94.94777790490512,0.003828,0.0002224,0.000131,58.90287769784173,1.062e-05
2934,6.0,High,300,250,400,25,25,20,10,500,700,Citrate,300,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.0006332,43.73230195455487,0.09795,0.0039339,0.0002235,5.6813848852284,0.06899,0.0061181,0.005545,90.63271277030452,0.004399,0.0002224,0.0001289,57.95863309352517,1.258e-05
2935,6.0,High,300,250,400,25,25,20,10,500,700,Humic,50,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001124,77.62967055735893,0.1199,0.0039339,0.0002809,7.1404967081013755,0.05979,0.0061181,0.006021,98.41290596753896,0.003294,0.0002224,0.0001329,59.757194244604314,8.942e-06
2936,6.0,High,300,250,400,25,25,20,10,500,700,Humic,150,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001113,76.86994958215347,0.1194,0.0039339,0.0002807,7.135412694781261,0.06009,0.0061181,0.006018,98.36387113646394,0.003312,0.0002224,0.0001328,59.71223021582733,8.993e-06
2937,6.0,High,300,250,400,25,25,20,10,500,700,Humic,300,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001097,75.76490089094551,0.1187,0.0039339,0.0002803,7.12524466814103,0.06053,0.0061181,0.006014,98.29849136169727,0.003338,0.0002224,0.0001328,59.71223021582733,9.068e-06
2938,6.0,High,300,250,400,25,25,20,10,500,700,Fulvic,50,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001124,77.62967055735893,0.1199,0.0039339,0.0002809,7.1404967081013755,0.05979,0.0061181,0.006021,98.41290596753896,0.003294,0.0002224,0.0001329,59.757194244604314,8.942e-06
2939,6.0,High,300,250,400,25,25,20,10,500,700,Fulvic,150,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001113,76.86994958215347,0.1194,0.0039339,0.0002807,7.135412694781261,0.06009,0.0061181,0.006018,98.36387113646394,0.003312,0.0002224,0.0001328,59.71223021582733,8.993e-06
2940,6.0,High,300,250,400,25,25,20,10,500,700,Fulvic,300,Loam,0.5,Wet,3,Low,Medium,0.0014479,0.001097,75.76490089094551,0.1187,0.0039339,0.0002803,7.12524466814103,0.06053,0.0061181,0.006014,98.29849136169727,0.003338,0.0002224,0.0001328,59.71223021582733,9.068e-06
2941,6.0,High,300,250,400,25,25,20,10,2000,3000,EDTA,50,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005781,39.92679052420747,0.01697,0.0039339,0.003233,82.18307531965735,0.1894,0.0061181,0.005668,92.6431408443798,0.0008536,0.0002224,4.516e-05,20.305755395683452,8.366e-07
2942,6.0,High,300,250,400,25,25,20,10,2000,3000,EDTA,150,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005728,39.56074314524484,0.01804,0.0039339,0.002973,75.57385800350798,0.1868,0.0061181,0.005666,92.61045095699646,0.0009153,0.0002224,4.515e-05,20.301258992805753,8.972e-07
2943,6.0,High,300,250,400,25,25,20,10,2000,3000,EDTA,300,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005633,38.90462048484011,0.01994,0.0039339,0.002581,65.60919189608278,0.1824,0.0061181,0.005664,92.57776106961312,0.001028,0.0002224,4.513e-05,20.29226618705036,1.008e-06
2944,6.0,High,300,250,400,25,25,20,10,2000,3000,NTA,50,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005798,40.04420194764832,0.01736,0.0039339,0.003158,80.27657032461426,0.1886,0.0061181,0.005667,92.62679590068814,0.0008701,0.0002224,4.513e-05,20.29226618705036,8.525e-07
2945,6.0,High,300,250,400,25,25,20,10,2000,3000,NTA,150,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005783,39.94060363284757,0.01944,0.0039339,0.002744,69.75266275197642,0.1841,0.0061181,0.005663,92.56141612592144,0.0009763,0.0002224,4.507e-05,20.26528776978417,9.561e-07
2946,6.0,High,300,250,400,25,25,20,10,2000,3000,NTA,300,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005754,39.74031355756613,0.02388,0.0039339,0.002111,53.66176059381276,0.1748,0.0061181,0.005654,92.41431163269644,0.001203,0.0002224,4.499e-05,20.22931654676259,1.178e-06
2947,6.0,High,300,250,400,25,25,20,10,2000,3000,Citrate,50,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005723,39.52621037364459,0.01704,0.0039339,0.003183,80.91207198962861,0.1891,0.0061181,0.005653,92.39796668900476,0.0008632,0.0002224,4.513e-05,20.29226618705036,8.477e-07
2948,6.0,High,300,250,400,25,25,20,10,2000,3000,Citrate,150,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005561,38.40734857379653,0.01834,0.0039339,0.00282,71.68458781362008,0.1856,0.0061181,0.00562,91.85858354717968,0.0009507,0.0002224,4.506e-05,20.26079136690647,9.378e-07
2949,6.0,High,300,250,400,25,25,20,10,2000,3000,Citrate,300,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005291,36.5425789073831,0.02085,0.0039339,0.002277,57.88149164950812,0.1791,0.0061181,0.005561,90.8942318693712,0.001124,0.0002224,4.495e-05,20.2113309352518,1.118e-06
2950,6.0,High,300,250,400,25,25,20,10,2000,3000,Humic,50,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005793,40.00966917604807,0.01648,0.0039339,0.003358,85.36058364472915,0.1906,0.0061181,0.005667,92.62679590068814,0.0008267,0.0002224,4.516e-05,20.305755395683452,8.104e-07
2951,6.0,High,300,250,400,25,25,20,10,2000,3000,Humic,150,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005769,39.843911872366874,0.01645,0.0039339,0.00335,85.15722311192457,0.1906,0.0061181,0.005665,92.5941060133048,0.0008283,0.0002224,4.516e-05,20.305755395683452,8.122e-07
2952,6.0,High,300,250,400,25,25,20,10,2000,3000,Humic,300,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005733,39.59527591684508,0.0164,0.0039339,0.003338,84.85218231271766,0.1905,0.0061181,0.005662,92.5450711822298,0.0008307,0.0002224,4.515e-05,20.301258992805753,8.15e-07
2953,6.0,High,300,250,400,25,25,20,10,2000,3000,Fulvic,50,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005793,40.00966917604807,0.01648,0.0039339,0.003358,85.36058364472915,0.1906,0.0061181,0.005667,92.62679590068814,0.0008267,0.0002224,4.516e-05,20.305755395683452,8.104e-07
2954,6.0,High,300,250,400,25,25,20,10,2000,3000,Fulvic,150,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005769,39.843911872366874,0.01645,0.0039339,0.00335,85.15722311192457,0.1906,0.0061181,0.005665,92.5941060133048,0.0008283,0.0002224,4.516e-05,20.305755395683452,8.122e-07
2955,6.0,High,300,250,400,25,25,20,10,2000,3000,Fulvic,300,Loam,0.5,Mesic,8,Low,High,0.0014479,0.0005733,39.59527591684508,0.0164,0.0039339,0.003338,84.85218231271766,0.1905,0.0061181,0.005662,92.5450711822298,0.0008307,0.0002224,4.515e-05,20.301258992805753,8.15e-07
2956,6.0,High,300,250,400,25,25,20,10,2000,3000,EDTA,50,Loam,0.5,Wet,3,Low,High,0.0014479,0.0005563,38.42116168243663,0.1297,0.0039339,1.638e-05,0.4163806909174102,0.007618,0.0061181,0.005682,92.87197005606316,0.006793,0.0002224,4.844e-05,21.780575539568343,7.125e-06
2957,6.0,High,300,250,400,25,25,20,10,2000,3000,EDTA,150,Loam,0.5,Wet,3,Low,High,0.0014479,0.0004533,31.307410732785417,0.1215,0.0039339,1.61e-05,0.4092630722692493,0.008606,0.0061181,0.005632,92.05472287147973,0.007741,0.0002224,4.817e-05,21.659172661870503,8.145e-06
2958,6.0,High,300,250,400,25,25,20,10,2000,3000,EDTA,300,Loam,0.5,Wet,3,Low,High,0.0014479,0.0003239,22.37032944264107,0.1078,0.0039339,1.556e-05,0.3955362363049391,0.01033,0.0061181,0.005529,90.37119367123782,0.009432,0.0002224,4.767e-05,21.434352517985612,1e-05
2959,6.0,High,300,250,400,25,25,20,10,2000,3000,NTA,50,Loam,0.5,Wet,3,Low,High,0.0014479,0.0005836,40.30665101181021,0.1318,0.0039339,1.603e-05,0.4074836676072091,0.007224,0.0061181,0.005599,91.51533972965464,0.006485,0.0002224,4.839e-05,21.758093525179856,6.896e-06
2960,6.0,High,300,250,400,25,25,20,10,2000,3000,NTA,150,Loam,0.5,Wet,3,Low,High,0.0014479,0.0005304,36.63236411354375,0.1285,0.0039339,1.512e-05,0.3843514070006863,0.007306,0.0061181,0.005387,88.05021166702082,0.006692,0.0002224,4.807e-05,21.61420863309352,7.347e-06
