scenario_id,ph,metal_level,pb_mg_L,cu_mg_L,zn_mg_L,chelator,dose_mg_L,texture,texture_sites,moisture,pe,pb_total_mol,pb_free_mol,pb_percent_free,pb_sorbed_mol,cu_total_mol,cu_free_mol,cu_percent_free,cu_sorbed_mol,zn_total_mol,zn_free_mol,zn_percent_free,zn_sorbed_mol
90,5.0,Medium,100,80,120,Citrate,50,Loam,0.5,Dry,12,0.00048263,0.0003979,82.44410832314611,0.007948,0.0012589,0.001042,82.77067280959567,0.04151,0.0018354,0.001807,98.45265337256184,0.0001851
91,5.0,Medium,100,80,120,Citrate,150,Loam,0.5,Dry,12,0.00048263,0.0003165,65.57818618817728,0.007402,0.0012589,0.0006624,52.61736436571609,0.03091,0.0018354,0.001756,95.67396752751444,0.0002107
92,5.0,Medium,100,80,120,None,0,Loam,0.5,Mesic,8,0.00048263,0.0004323,89.57172160868573,0.008034,0.0012589,0.001248,99.13416474700134,0.04629,0.0018354,0.001823,99.32439795140023,0.0001738
93,5.0,Medium,100,80,120,EDTA,10,Loam,0.5,Mesic,8,0.00048263,0.0004303,89.15732548743344,0.008074,0.0012589,0.001217,96.67169751370243,0.04556,0.0018354,0.001823,99.32439795140023,0.0001754
94,5.0,Medium,100,80,120,EDTA,50,Loam,0.5,Mesic,8,0.00048263,0.0004215,87.33398255392329,0.008229,0.0012589,0.001091,86.66295972674556,0.04252,0.0018354,0.001822,99.26991391522284,0.0001825
95,5.0,Medium,100,80,120,EDTA,150,Loam,0.5,Mesic,8,0.00048263,0.0003914,81.0973209290761,0.008513,0.0012589,0.0007881,62.60227182460878,0.03419,0.0018354,0.00182,99.16094584286805,0.000203
96,5.0,Medium,100,80,120,Citrate,10,Loam,0.5,Mesic,8,0.00048263,0.0004257,88.20421440855314,0.008023,0.0012589,0.001206,95.79791881801573,0.04536,0.0018354,0.00182,99.16094584286805,0.000176
97,5.0,Medium,100,80,120,Citrate,50,Loam,0.5,Mesic,8,0.00048263,0.0003979,82.44410832314611,0.007949,0.0012589,0.001042,82.77067280959567,0.04151,0.0018354,0.001807,98.45265337256184,0.0001851
98,5.0,Medium,100,80,120,Citrate,150,Loam,0.5,Mesic,8,0.00048263,0.0003164,65.55746638211465,0.007402,0.0012589,0.0006623,52.60942092302804,0.03091,0.0018354,0.001756,95.67396752751444,0.0002107
99,5.0,Medium,100,80,120,None,0,Loam,0.5,Wet,3,0.00048263,0.0004402,91.20858628763236,0.01133,0.0012589,0.0003968,31.51958058622607,0.02038,0.0018354,0.001826,99.48785005993244,0.000241
100,5.0,Medium,100,80,120,EDTA,10,Loam,0.5,Wet,3,0.00048263,0.0004344,90.00683753600066,0.01125,0.0012589,0.0003865,30.701405989355784,0.01996,0.0018354,0.001825,99.43336602375504,0.0002423
101,5.0,Medium,100,80,120,EDTA,50,Loam,0.5,Wet,3,0.00048263,0.0004103,85.01336427491039,0.01087,0.0012589,0.0003464,27.516085471443326,0.0183,0.0018354,0.001823,99.32439795140023,0.0002476
102,5.0,Medium,100,80,120,EDTA,150,Loam,0.5,Wet,3,0.00048263,0.000342,70.86173673414417,0.009604,0.0012589,0.0002546,20.22400508380332,0.01427,0.0018354,0.001816,98.94300969815843,0.0002616
103,5.0,Medium,100,80,120,Citrate,10,Loam,0.5,Wet,3,0.00048263,0.0004253,88.12133518430268,0.01105,0.0012589,0.0003854,30.61402811978711,0.01997,0.0018354,0.001819,99.10646180669063,0.0002423
104,5.0,Medium,100,80,120,Citrate,50,Loam,0.5,Wet,3,0.00048263,0.0003687,76.39392495286245,0.009931,0.0012589,0.0003406,27.055365795535778,0.01831,0.0018354,0.00179,97.52642475754604,0.0002473
105,5.0,Medium,100,80,120,Citrate,150,Loam,0.5,Wet,3,0.00048263,0.0002472,51.2193605867849,0.007274,0.0012589,0.0002387,18.96099769640162,0.01401,0.0018354,0.00169,92.07802113980604,0.0002551
106,5.0,Medium,100,80,120,None,0,Clay,1.5,Dry,12,0.00048263,0.0004323,89.57172160868573,0.02408,0.0012589,0.001248,99.13416474700134,0.1388,0.0018354,0.001823,99.32439795140023,0.0005209
107,5.0,Medium,100,80,120,EDTA,10,Clay,1.5,Dry,12,0.00048263,0.0004303,89.15732548743344,0.0242,0.0012589,0.001217,96.67169751370243,0.1366,0.0018354,0.001823,99.32439795140023,0.0005259
108,5.0,Medium,100,80,120,EDTA,50,Clay,1.5,Dry,12,0.00048263,0.0004215,87.33398255392329,0.02467,0.0012589,0.001092,86.74239415362618,0.1275,0.0018354,0.001822,99.26991391522284,0.000547
109,5.0,Medium,100,80,120,EDTA,150,Clay,1.5,Dry,12,0.00048263,0.0003914,81.0973209290761,0.02552,0.0012589,0.0007881,62.60227182460878,0.1025,0.0018354,0.00182,99.16094584286805,0.0006085
110,5.0,Medium,100,80,120,Citrate,10,Clay,1.5,Dry,12,0.00048263,0.0004257,88.20421440855314,0.02405,0.0012589,0.001206,95.79791881801573,0.136,0.0018354,0.00182,99.16094584286805,0.0005274
111,5.0,Medium,100,80,120,Citrate,50,Clay,1.5,Dry,12,0.00048263,0.0003979,82.44410832314611,0.02383,0.0012589,0.001042,82.77067280959567,0.1244,0.0018354,0.001807,98.45265337256184,0.0005549
112,5.0,Medium,100,80,120,Citrate,150,Clay,1.5,Dry,12,0.00048263,0.0003165,65.57818618817728,0.02219,0.0012589,0.0006624,52.61736436571609,0.09267,0.0018354,0.001756,95.67396752751444,0.0006315
113,5.0,Medium,100,80,120,None,0,Clay,1.5,Mesic,8,0.00048263,0.0004323,89.57172160868573,0.02408,0.0012589,0.001248,99.13416474700134,0.1388,0.0018354,0.001823,99.32439795140023,0.0005209
114,5.0,Medium,100,80,120,EDTA,10,Clay,1.5,Mesic,8,0.00048263,0.0004303,89.15732548743344,0.0242,0.0012589,0.001217,96.67169751370243,0.1366,0.0018354,0.001823,99.32439795140023,0.0005259
115,5.0,Medium,100,80,120,EDTA,50,Clay,1.5,Mesic,8,0.00048263,0.0004215,87.33398255392329,0.02467,0.0012589,0.001091,86.66295972674556,0.1275,0.0018354,0.001822,99.26991391522284,0.000547
116,5.0,Medium,100,80,120,EDTA,150,Clay,1.5,Mesic,8,0.00048263,0.0003914,81.0973209290761,0.02552,0.0012589,0.0007881,62.60227182460878,0.1025,0.0018354,0.00182,99.16094584286805,0.0006085
117,5.0,Medium,100,80,120,Citrate,10,Clay,1.5,Mesic,8,0.00048263,0.0004257,88.20421440855314,0.02405,0.0012589,0.001206,95.79791881801573,0.136,0.0018354,0.00182,99.16094584286805,0.0005275
