scenario_id,ph,metal_level,pb_mg_L,cu_mg_L,zn_mg_L,cd_mg_L,doc_mg_L,ca_mg_L,mg_mg_L,na_mg_L,cl_mg_L,chelator,dose_mg_L,texture,hfo_sites,moisture,pe,ca_mg_level,ionic_level,pb_total_mol,pb_free_mol,pb_percent_free,pb_sorbed_mol,cu_total_mol,cu_free_mol,cu_percent_free,cu_sorbed_mol,zn_total_mol,zn_free_mol,zn_percent_free,zn_sorbed_mol,cd_total_mol,cd_free_mol,cd_percent_free,cd_sorbed_mol
1,5.5,Low,25,20,30,2,10,20,10,100,150,EDTA,50,Sand,0.1,Dry,12,Low,Low,0.00012066,9.256e-05,76.71142052047074,0.003123,0.00031471,0.0001604,50.96755743382797,0.0108,0.00045886,0.0004542,98.98443969838294,7.86e-05,1.7792e-05,1.38e-05,77.56294964028778,2.939e-07
2,5.5,Low,25,20,30,2,10,20,10,100,150,EDTA,150,Sand,0.1,Dry,12,Low,Low,0.00012066,7.601e-06,6.299519310459141,0.0005798,0.00031471,4.182e-06,1.3288424263607765,0.0006365,0.00045886,0.0003695,80.52565052521466,0.0001446,1.7792e-05,1.075e-05,60.42041366906476,5.172e-07
3,5.5,Low,25,20,30,2,10,20,10,100,150,EDTA,300,Sand,0.1,Dry,12,Low,Low,0.00012066,1.735e-11,1.4379247472236036e-05,1.424e-09,0.00031471,8.998e-12,2.859140160782943e-06,1.474e-09,0.00045886,4.155e-09,0.000905504947042671,1.749e-09,1.7792e-05,1.018e-10,0.0005721672661870504,5.27e-12
4,5.5,Low,25,20,30,2,10,20,10,100,150,NTA,50,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001013,83.95491463616774,0.004472,0.00031471,6.591e-05,20.943090464236917,0.005805,0.00045886,0.0004495,97.96016214095802,0.0001018,1.7792e-05,1.381e-05,77.619154676259,3.847e-07
5,5.5,Low,25,20,30,2,10,20,10,100,150,NTA,150,Sand,0.1,Dry,12,Low,Low,0.00012066,6.122e-06,5.073760981269683,0.0004992,0.00031471,3.377e-07,0.10730513806361414,5.494e-05,0.00045886,0.0001065,23.209693588458354,4.453e-05,1.7792e-05,1.03e-05,57.89118705035972,5.301e-07
6,5.5,Low,25,20,30,2,10,20,10,100,150,NTA,300,Sand,0.1,Dry,12,Low,Low,0.00012066,4.971e-09,0.004119840875186475,4.11e-07,0.00031471,2.589e-10,8.226621333926473e-05,4.271e-08,0.00045886,1.064e-07,0.023187900448938675,4.512e-08,1.7792e-05,3.123e-08,0.17552832733812954,1.629e-09
7,5.5,Low,25,20,30,2,10,20,10,100,150,Citrate,50,Sand,0.1,Dry,12,Low,Low,0.00012066,6.592e-05,54.63285264379248,0.002534,0.00031471,0.0001268,40.291061612277964,0.009722,0.00045886,0.0004283,93.34001656278603,8.444e-05,1.7792e-05,1.379e-05,77.50674460431655,3.344e-07
8,5.5,Low,25,20,30,2,10,20,10,100,150,Citrate,150,Sand,0.1,Dry,12,Low,Low,0.00012066,6.165e-06,5.109398309298856,0.0004714,0.00031471,7.956e-06,2.5280416891741604,0.001214,0.00045886,0.0001725,37.59316567144663,6.765e-05,1.7792e-05,1.276e-05,71.71762589928058,6.159e-07
9,5.5,Low,25,20,30,2,10,20,10,100,150,Citrate,300,Sand,0.1,Dry,12,Low,Low,0.00012066,5.102e-07,0.4228410409414885,4.288e-05,0.00031471,6.376e-07,0.20259921832798453,0.0001069,0.00045886,2.076e-05,4.524255764285403,8.948e-06,1.7792e-05,6.836e-06,38.42176258992806,3.625e-07
10,5.5,Low,25,20,30,2,10,20,10,100,150,Humic,50,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001079,89.42483010111056,0.00266,0.00031471,0.0003103,98.59870992342157,0.01527,0.00045886,0.0004554,99.2459573726191,5.759e-05,1.7792e-05,1.386e-05,77.90017985611512,2.156e-07
11,5.5,Low,25,20,30,2,10,20,10,100,150,Humic,150,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001072,88.84468755179844,0.002646,0.00031471,0.0003099,98.47160878268882,0.01526,0.00045886,0.0004553,99.22416423309942,5.764e-05,1.7792e-05,1.386e-05,77.90017985611512,2.158e-07
12,5.5,Low,25,20,30,2,10,20,10,100,150,Humic,300,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001062,88.01591248135256,0.002625,0.00031471,0.0003093,98.28095707158971,0.01526,0.00045886,0.0004551,99.18057795406006,5.772e-05,1.7792e-05,1.386e-05,77.90017985611512,2.162e-07
13,5.5,Low,25,20,30,2,10,20,10,100,150,Fulvic,50,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001079,89.42483010111056,0.00266,0.00031471,0.0003103,98.59870992342157,0.01527,0.00045886,0.0004554,99.2459573726191,5.759e-05,1.7792e-05,1.386e-05,77.90017985611512,2.156e-07
14,5.5,Low,25,20,30,2,10,20,10,100,150,Fulvic,150,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001072,88.84468755179844,0.002646,0.00031471,0.0003099,98.47160878268882,0.01526,0.00045886,0.0004553,99.22416423309942,5.764e-05,1.7792e-05,1.386e-05,77.90017985611512,2.158e-07
15,5.5,Low,25,20,30,2,10,20,10,100,150,Fulvic,300,Sand,0.1,Dry,12,Low,Low,0.00012066,0.0001062,88.01591248135256,0.002625,0.00031471,0.0003093,98.28095707158971,0.01526,0.00045886,0.0004551,99.18057795406006,5.772e-05,1.7792e-05,1.386e-05,77.90017985611512,2.162e-07
16,5.5,Low,25,20,30,2,10,20,10,500,700,EDTA,50,Sand,0.1,Dry,12,Low,Medium,0.00012066,7.419e-05,61.48682247637992,0.002307,0.00031471,0.0001561,49.60122017095103,0.009684,0.00045886,0.0004455,97.08843656017085,7.105e-05,1.7792e-05,8.334e-06,46.84127697841728,1.635e-07
17,5.5,Low,25,20,30,2,10,20,10,500,700,EDTA,150,Sand,0.1,Dry,12,Low,Medium,0.00012066,7.074e-06,5.862754848334163,0.0004384,0.00031471,3.955e-06,1.2567125289949477,0.000489,0.00045886,0.0003599,78.43350913132547,0.0001144,1.7792e-05,7.049e-06,39.61892985611511,2.756e-07
18,5.5,Low,25,20,30,2,10,20,10,500,700,EDTA,300,Sand,0.1,Dry,12,Low,Medium,0.00012066,1.738e-11,1.440411072434941e-05,1.138e-09,0.00031471,9.019e-12,2.8658129706714117e-06,1.179e-09,0.00045886,4.163e-09,0.0009072483982042452,1.399e-09,1.7792e-05,1.02e-10,0.0005732913669064748,4.214e-12
19,5.5,Low,25,20,30,2,10,20,10,500,700,NTA,50,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.001e-05,66.31029338637494,0.003207,0.00031471,6.398e-05,20.329827460201454,0.005116,0.00045886,0.0004408,96.06415900274592,9.061e-05,1.7792e-05,8.331e-06,46.824415467625904,2.107e-07
20,5.5,Low,25,20,30,2,10,20,10,500,700,NTA,150,Sand,0.1,Dry,12,Low,Medium,0.00012066,5.755e-06,4.769600530416045,0.0003725,0.00031471,3.214e-07,0.10212576657875505,4.151e-05,0.00045886,0.000102,22.229002310072786,3.387e-05,1.7792e-05,6.84e-06,38.444244604316545,2.793e-07
21,5.5,Low,25,20,30,2,10,20,10,500,700,NTA,300,Sand,0.1,Dry,12,Low,Medium,0.00012066,7.613e-09,0.006309464611304492,4.999e-07,0.00031471,3.964e-10,0.00012595723046614343,5.193e-08,0.00045886,1.629e-07,0.03550102427755743,5.487e-08,1.7792e-05,4.763e-08,0.26770458633093525,1.974e-09
22,5.5,Low,25,20,30,2,10,20,10,500,700,Citrate,50,Sand,0.1,Dry,12,Low,Medium,0.00012066,5.521e-05,45.75667163931709,0.001926,0.00031471,0.0001218,38.702297353118745,0.008476,0.00045886,0.0004192,91.35684086649522,7.5e-05,1.7792e-05,8.32e-06,46.76258992805756,1.831e-07
23,5.5,Low,25,20,30,2,10,20,10,500,700,Citrate,150,Sand,0.1,Dry,12,Low,Medium,0.00012066,6.298e-06,5.219625393668158,0.0003858,0.00031471,8.219e-06,2.6116106892059356,0.001005,0.00045886,0.0001757,38.29054613607636,5.52e-05,1.7792e-05,7.942e-06,44.63803956834532,3.07e-07
24,5.5,Low,25,20,30,2,10,20,10,500,700,Citrate,300,Sand,0.1,Dry,12,Low,Medium,0.00012066,6.719e-07,0.5568539698325875,4.414e-05,0.00031471,8.34e-07,0.2650058784277589,0.0001093,0.00045886,2.7e-05,5.884147670313386,9.096e-06,1.7792e-05,5.686e-06,31.958183453237414,2.357e-07
25,5.5,Low,25,20,30,2,10,20,10,500,700,Humic,50,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.428e-05,69.84916293717885,0.001938,0.00031471,0.0003072,97.61367608274284,0.01409,0.00045886,0.0004468,97.37174737392668,5.268e-05,1.7792e-05,8.355e-06,46.95930755395684,1.212e-07
26,5.5,Low,25,20,30,2,10,20,10,500,700,Humic,150,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.392e-05,69.55080391181832,0.001931,0.00031471,0.0003069,97.51835022719328,0.01409,0.00045886,0.0004466,97.32816109488734,5.271e-05,1.7792e-05,8.355e-06,46.95930755395684,1.213e-07
27,5.5,Low,25,20,30,2,10,20,10,500,700,Humic,300,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.338e-05,69.10326537377756,0.001921,0.00031471,0.0003064,97.35947380127737,0.01409,0.00045886,0.0004465,97.30636795536766,5.275e-05,1.7792e-05,8.355e-06,46.95930755395684,1.214e-07
28,5.5,Low,25,20,30,2,10,20,10,500,700,Fulvic,50,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.428e-05,69.84916293717885,0.001938,0.00031471,0.0003072,97.61367608274284,0.01409,0.00045886,0.0004468,97.37174737392668,5.268e-05,1.7792e-05,8.355e-06,46.95930755395684,1.212e-07
29,5.5,Low,25,20,30,2,10,20,10,500,700,Fulvic,150,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.392e-05,69.55080391181832,0.001931,0.00031471,0.0003069,97.51835022719328,0.01409,0.00045886,0.0004466,97.32816109488734,5.271e-05,1.7792e-05,8.355e-06,46.95930755395684,1.213e-07
30,5.5,Low,25,20,30,2,10,20,10,500,700,Fulvic,300,Sand,0.1,Dry,12,Low,Medium,0.00012066,8.338e-05,69.10326537377756,0.001921,0.00031471,0.0003064,97.35947380127737,0.01409,0.00045886,0.0004465,97.30636795536766,5.275e-05,1.7792e-05,8.355e-06,46.95930755395684,1.214e-07
31,5.5,Low,25,20,30,2,10,20,10,2000,3000,EDTA,50,Sand,0.1,Dry,12,Low,High,0.00012066,4.323e-05,35.82794629537543,0.001162,0.00031471,0.0001466,46.58256807854851,0.007866,0.00045886,0.0004214,91.83628993592818,5.812e-05,1.7792e-05,3.426e-06,19.25584532374101,5.813e-08
32,5.5,Low,25,20,30,2,10,20,10,2000,3000,EDTA,150,Sand,0.1,Dry,12,Low,High,0.00012066,5.885e-06,4.8773412895740105,0.000262,0.00031471,3.456e-06,1.098153855930857,0.000307,0.00045886,0.000335,73.00701739092533,7.648e-05,1.7792e-05,3.154e-06,17.727068345323744,8.858e-08
33,5.5,Low,25,20,30,2,10,20,10,2000,3000,EDTA,300,Sand,0.1,Dry,12,Low,High,0.00012066,1.751e-11,1.4511851483507377e-05,8.065e-10,0.00031471,9.099e-12,2.8912331988179597e-06,8.36e-10,0.00045886,4.198e-09,0.000914875997036133,9.915e-10,1.7792e-05,1.028e-10,0.0005777877697841727,2.986e-12
34,5.5,Low,25,20,30,2,10,20,10,2000,3000,NTA,50,Sand,0.1,Dry,12,Low,High,0.00012066,4.538e-05,37.609812696834084,0.001524,0.00031471,5.994e-05,19.0461059388008,0.004015,0.00045886,0.000417,90.87739179706227,7.181e-05,1.7792e-05,3.426e-06,19.25584532374101,7.257e-08
35,5.5,Low,25,20,30,2,10,20,10,2000,3000,NTA,150,Sand,0.1,Dry,12,Low,High,0.00012066,4.928e-06,4.084203547157301,0.0002246,0.00031471,2.865e-07,0.09103619204982363,2.605e-05,0.00045886,9.218e-05,20.08891600924029,2.154e-05,1.7792e-05,3.112e-06,17.491007194244606,8.948e-08
36,5.5,Low,25,20,30,2,10,20,10,2000,3000,NTA,300,Sand,0.1,Dry,12,Low,High,0.00012066,1.718e-08,0.014238355710260235,7.914e-07,0.00031471,8.925e-10,0.00028359442025992183,8.204e-08,0.00045886,3.673e-07,0.08004620145578173,8.679e-08,1.7792e-05,1.044e-07,0.5867805755395684,3.035e-09
37,5.5,Low,25,20,30,2,10,20,10,2000,3000,Citrate,50,Sand,0.1,Dry,12,Low,High,0.00012066,3.525e-05,29.214321233217305,0.001041,0.00031471,0.0001113,35.36589240888437,0.006559,0.00045886,0.0003952,86.12648738177222,5.988e-05,1.7792e-05,3.424e-06,19.244604316546766,6.381e-08
38,5.5,Low,25,20,30,2,10,20,10,2000,3000,Citrate,150,Sand,0.1,Dry,12,Low,High,0.00012066,6.74e-06,5.585943974805238,0.0002929,0.00031471,9.264e-06,2.943662419370214,0.0008034,0.00045886,0.0001869,40.73137776228043,4.166e-05,1.7792e-05,3.367e-06,18.924235611510795,9.233e-08
39,5.5,Low,25,20,30,2,10,20,10,2000,3000,Citrate,300,Sand,0.1,Dry,12,Low,High,0.00012066,1.193e-06,0.9887286590419362,5.448e-05,0.00031471,1.435e-06,0.45597534237869786,0.0001307,0.00045886,4.543e-05,9.900623283790262,1.063e-05,1.7792e-05,3.098e-06,17.412320143884894,8.923e-08
40,5.5,Low,25,20,30,2,10,20,10,2000,3000,Humic,50,Sand,0.1,Dry,12,Low,High,0.00012066,4.685e-05,38.82811205038952,0.0009525,0.00031471,0.0002984,94.8174509866226,0.01211,0.00045886,0.0004227,92.119600749684,4.408e-05,1.7792e-05,3.43e-06,19.2783273381295,4.401e-08
41,5.5,Low,25,20,30,2,10,20,10,2000,3000,Humic,150,Sand,0.1,Dry,12,Low,High,0.00012066,4.676e-05,38.7535222940494,0.0009511,0.00031471,0.0002982,94.75390041625623,0.0121,0.00045886,0.0004226,92.09780761016432,4.409e-05,1.7792e-05,3.43e-06,19.2783273381295,4.402e-08
42,5.5,Low,25,20,30,2,10,20,10,2000,3000,Humic,300,Sand,0.1,Dry,12,Low,High,0.00012066,4.662e-05,38.63749378418697,0.0009489,0.00031471,0.0002978,94.62679927552348,0.0121,0.00045886,0.0004225,92.07601447064464,4.41e-05,1.7792e-05,3.43e-06,19.2783273381295,4.405e-08
43,5.5,Low,25,20,30,2,10,20,10,2000,3000,Fulvic,50,Sand,0.1,Dry,12,Low,High,0.00012066,4.685e-05,38.82811205038952,0.0009525,0.00031471,0.0002984,94.8174509866226,0.01211,0.00045886,0.0004227,92.119600749684,4.408e-05,1.7792e-05,3.43e-06,19.2783273381295,4.401e-08
44,5.5,Low,25,20,30,2,10,20,10,2000,3000,Fulvic,150,Sand,0.1,Dry,12,Low,High,0.00012066,4.676e-05,38.7535222940494,0.0009511,0.00031471,0.0002982,94.75390041625623,0.0121,0.00045886,0.0004226,92.09780761016432,4.409e-05,1.7792e-05,3.43e-06,19.2783273381295,4.402e-08
45,5.5,Low,25,20,30,2,10,20,10,2000,3000,Fulvic,300,Sand,0.1,Dry,12,Low,High,0.00012066,4.662e-05,38.63749378418697,0.0009489,0.00031471,0.0002978,94.62679927552348,0.0121,0.00045886,0.0004225,92.07601447064464,4.41e-05,1.7792e-05,3.43e-06,19.2783273381295,4.405e-08
46,5.5,Low,25,20,30,2,10,100,50,100,150,EDTA,50,Sand,0.1,Dry,12,High,Low,0.00012066,9.346e-05,77.45731808387204,0.002965,0.00031471,0.0001608,51.094658574560704,0.01018,0.00045886,0.0004546,99.07161225646166,7.397e-05,1.7792e-05,1.414e-05,79.47392086330936,2.83e-07
47,5.5,Low,25,20,30,2,10,100,50,100,150,EDTA,150,Sand,0.1,Dry,12,High,Low,0.00012066,7.625e-06,6.319409912149842,0.0005196,0.00031471,4.194e-06,1.3326554605827587,0.0005703,0.00045886,0.00037,80.63461622281307,0.0001293,1.7792e-05,1.095e-05,61.54451438848921,4.71e-07
48,5.5,Low,25,20,30,2,10,100,50,100,150,EDTA,300,Sand,0.1,Dry,12,High,Low,0.00012066,1.063e-10,8.809878998839715e-05,7.735e-09,0.00031471,5.515e-11,1.752406977852626e-05,8.006e-09,0.00045886,2.546e-08,0.0055485333217103255,9.5e-09,1.7792e-05,6.236e-10,0.003504946043165468,2.862e-11
49,5.5,Low,25,20,30,2,10,100,50,100,150,NTA,50,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001024,84.8665672136582,0.004191,0.00031471,6.606e-05,20.990753392011694,0.005395,0.00045886,0.00045,98.06912783855641,9.446e-05,1.7792e-05,1.416e-05,79.58633093525181,3.656e-07
50,5.5,Low,25,20,30,2,10,100,50,100,150,NTA,150,Sand,0.1,Dry,12,High,Low,0.00012066,6.17e-06,5.113542184651086,0.0004435,0.00031471,3.402e-07,0.10809952019319373,4.88e-05,0.00045886,0.0001071,23.340452425576427,3.949e-05,1.7792e-05,1.053e-05,59.18390287769785,4.775e-07
51,5.5,Low,25,20,30,2,10,100,50,100,150,NTA,300,Sand,0.1,Dry,12,High,Low,0.00012066,8.989e-09,0.007449859108238024,6.627e-07,0.00031471,4.682e-10,0.0001487718852276699,6.887e-08,0.00045886,1.924e-07,0.041930000435862785,7.274e-08,1.7792e-05,5.637e-08,0.3168277877697842,2.622e-09
52,5.5,Low,25,20,30,2,10,100,50,100,150,Citrate,50,Sand,0.1,Dry,12,High,Low,0.00012066,6.849e-05,56.76280457483839,0.002414,0.00031471,0.0001329,42.22935400845223,0.009347,0.00045886,0.0004308,93.88484505077803,7.784e-05,1.7792e-05,1.413e-05,79.41771582733814,3.142e-07
53,5.5,Low,25,20,30,2,10,100,50,100,150,Citrate,150,Sand,0.1,Dry,12,High,Low,0.00012066,1.189e-05,9.854135587601524,0.0007528,0.00031471,1.579e-05,5.017317530424836,0.001994,0.00045886,0.0002528,55.093056705749035,8.207e-05,1.7792e-05,1.36e-05,76.43884892086332,5.432e-07
54,5.5,Low,25,20,30,2,10,100,50,100,150,Citrate,300,Sand,0.1,Dry,12,High,Low,0.00012066,2.643e-06,2.1904525111884636,0.000191,0.00031471,3.334e-06,1.0593880080073719,0.0004807,0.00045886,9.191e-05,20.03007453253716,3.406e-05,1.7792e-05,1.179e-05,66.26573741007195,5.378e-07
55,5.5,Low,25,20,30,2,10,100,50,100,150,Humic,50,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001091,90.41936018564562,0.002556,0.00031471,0.0003107,98.7258110641543,0.01453,0.00045886,0.0004559,99.3549230702175,5.479e-05,1.7792e-05,1.419e-05,79.75494604316548,2.098e-07
56,5.5,Low,25,20,30,2,10,100,50,100,150,Humic,150,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001084,89.8392176363335,0.002544,0.00031471,0.0003104,98.63048520860474,0.01453,0.00045886,0.0004558,99.33312993069782,5.483e-05,1.7792e-05,1.419e-05,79.75494604316548,2.101e-07
57,5.5,Low,25,20,30,2,10,100,50,100,150,Humic,300,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001075,89.0933200729322,0.002526,0.00031471,0.0003099,98.47160878268882,0.01453,0.00045886,0.0004556,99.28954365165846,5.49e-05,1.7792e-05,1.419e-05,79.75494604316548,2.104e-07
58,5.5,Low,25,20,30,2,10,100,50,100,150,Fulvic,50,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001091,90.41936018564562,0.002556,0.00031471,0.0003107,98.7258110641543,0.01453,0.00045886,0.0004559,99.3549230702175,5.479e-05,1.7792e-05,1.419e-05,79.75494604316548,2.098e-07
59,5.5,Low,25,20,30,2,10,100,50,100,150,Fulvic,150,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001084,89.8392176363335,0.002544,0.00031471,0.0003104,98.63048520860474,0.01453,0.00045886,0.0004558,99.33312993069782,5.483e-05,1.7792e-05,1.419e-05,79.75494604316548,2.101e-07
60,5.5,Low,25,20,30,2,10,100,50,100,150,Fulvic,300,Sand,0.1,Dry,12,High,Low,0.00012066,0.0001075,89.0933200729322,0.002526,0.00031471,0.0003099,98.47160878268882,0.01453,0.00045886,0.0004556,99.28954365165846,5.49e-05,1.7792e-05,1.419e-05,79.75494604316548,2.104e-07
61,5.5,Low,25,20,30,2,10,100,50,500,700,EDTA,50,Sand,0.1,Dry,12,High,Medium,0.00012066,7.535e-05,62.44820155809714,0.002258,0.00031471,0.0001565,49.72832131168378,0.009355,0.00045886,0.0004463,97.26278167632829,6.858e-05,1.7792e-05,8.591e-06,48.2857464028777,1.624e-07
62,5.5,Low,25,20,30,2,10,100,50,500,700,EDTA,150,Sand,0.1,Dry,12,High,Medium,0.00012066,7.111e-06,5.89341952594066,0.0004144,0.00031471,3.972e-06,1.2621143274760893,0.0004619,0.00045886,0.0003607,78.60785424748289,0.0001078,1.7792e-05,7.237e-06,40.6755845323741,2.661e-07
63,5.5,Low,25,20,30,2,10,100,50,500,700,EDTA,300,Sand,0.1,Dry,12,High,Medium,0.00012066,1.064e-10,8.818166749544173e-05,6.533e-09,0.00031471,5.521e-11,1.7543134949636174e-05,6.766e-09,0.00045886,2.548e-08,0.005552891949614261,8.026e-09,1.7792e-05,6.24e-10,0.003507194244604317,2.418e-11
64,5.5,Low,25,20,30,2,10,100,50,500,700,NTA,50,Sand,0.1,Dry,12,High,Medium,0.00012066,8.136e-05,67.42913973147687,0.003117,0.00031471,6.415e-05,20.38384544501287,0.004903,0.00045886,0.0004417,96.26029725842304,8.678e-05,1.7792e-05,8.592e-06,48.29136690647483,2.077e-07
65,5.5,Low,25,20,30,2,10,100,50,500,700,NTA,150,Sand,0.1,Dry,12,High,Medium,0.00012066,5.81e-06,4.8151831592905685,0.0003523,0.00031471,3.242e-07,0.1030154745638842,3.923e-05,0.00045886,0.0001028,22.403347426230226,3.196e-05,1.7792e-05,7.032e-06,39.52338129496403,2.69e-07
66,5.5,Low,25,20,30,2,10,100,50,500,700,NTA,300,Sand,0.1,Dry,12,High,Medium,0.00012066,1.154e-08,0.009564064312945467,7.134e-07,0.00031471,6.01e-10,0.00019096946395093898,7.411e-08,0.00045886,2.47e-07,0.05382905461360763,7.828e-08,1.7792e-05,7.204e-08,0.4049010791366907,2.809e-09
67,5.5,Low,25,20,30,2,10,100,50,500,700,Citrate,50,Sand,0.1,Dry,12,High,Medium,0.00012066,5.751e-05,47.66285430134262,0.001892,0.00031471,0.0001283,40.76769089002574,0.008422,0.00045886,0.0004222,92.0106350520856,7.123e-05,1.7792e-05,8.582e-06,48.2351618705036,1.781e-07
68,5.5,Low,25,20,30,2,10,100,50,500,700,Citrate,150,Sand,0.1,Dry,12,High,Medium,0.00012066,1.156e-05,9.580639814354383,0.0006285,0.00031471,1.571e-05,4.9918973022782875,0.001705,0.00045886,0.0002505,54.59181449679641,6.986e-05,1.7792e-05,8.369e-06,47.03799460431656,2.872e-07
69,5.5,Low,25,20,30,2,10,100,50,500,700,Citrate,300,Sand,0.1,Dry,12,High,Medium,0.00012066,2.716e-06,2.2509530913310125,0.0001643,0.00031471,3.428e-06,1.0892567760795653,0.0004137,0.00045886,9.42e-05,20.529137427537812,2.922e-05,1.7792e-05,7.665e-06,43.081160071942456,2.925e-07
70,5.5,Low,25,20,30,2,10,100,50,500,700,Humic,50,Sand,0.1,Dry,12,High,Medium,0.00012066,8.574e-05,71.05917454002983,0.001912,0.00031471,0.0003077,97.77255250865876,0.01369,0.00045886,0.0004476,97.5460924900841,5.12e-05,1.7792e-05,8.613e-06,48.40939748201439,1.212e-07
71,5.5,Low,25,20,30,2,10,100,50,500,700,Humic,150,Sand,0.1,Dry,12,High,Medium,0.00012066,8.538e-05,70.76081551466932,0.001906,0.00031471,0.0003074,97.6772266531092,0.01369,0.00045886,0.0004475,97.52429935056443,5.122e-05,1.7792e-05,8.613e-06,48.40939748201439,1.213e-07
72,5.5,Low,25,20,30,2,10,100,50,500,700,Humic,300,Sand,0.1,Dry,12,High,Medium,0.00012066,8.485e-05,70.32156472733301,0.001896,0.00031471,0.0003069,97.51835022719328,0.01368,0.00045886,0.0004473,97.48071307152509,5.126e-05,1.7792e-05,8.613e-06,48.40939748201439,1.214e-07
73,5.5,Low,25,20,30,2,10,100,50,500,700,Fulvic,50,Sand,0.1,Dry,12,High,Medium,0.00012066,8.574e-05,71.05917454002983,0.001912,0.00031471,0.0003077,97.77255250865876,0.01369,0.00045886,0.0004476,97.5460924900841,5.12e-05,1.7792e-05,8.613e-06,48.40939748201439,1.212e-07
74,5.5,Low,25,20,30,2,10,100,50,500,700,Fulvic,150,Sand,0.1,Dry,12,High,Medium,0.00012066,8.538e-05,70.76081551466932,0.001906,0.00031471,0.0003074,97.6772266531092,0.01369,0.00045886,0.0004475,97.52429935056443,5.122e-05,1.7792e-05,8.613e-06,48.40939748201439,1.213e-07
75,5.5,Low,25,20,30,2,10,100,50,500,700,Fulvic,300,Sand,0.1,Dry,12,High,Medium,0.00012066,8.485e-05,70.32156472733301,0.001896,0.00031471,0.0003069,97.51835022719328,0.01368,0.00045886,0.0004473,97.48071307152509,5.126e-05,1.7792e-05,8.613e-06,48.40939748201439,1.214e-07
76,5.5,Low,25,20,30,2,10,100,50,2000,3000,EDTA,50,Sand,0.1,Dry,12,High,High,0.00012066,4.368e-05,36.20089507707608,0.001157,0.00031471,0.0001469,46.67789393409806,0.007763,0.00045886,0.0004223,92.03242819160529,5.736e-05,1.7792e-05,3.475e-06,19.531250000000004,5.808e-08
77,5.5,Low,25,20,30,2,10,100,50,2000,3000,EDTA,150,Sand,0.1,Dry,12,High,High,0.00012066,5.911e-06,4.898889441405602,0.0002574,0.00031471,3.468e-06,1.1019668901528392,0.0003013,0.00045886,0.0003358,73.18136250708275,7.5e-05,1.7792e-05,3.196e-06,17.96312949640288,8.783e-08
78,5.5,Low,25,20,30,2,10,100,50,2000,3000,EDTA,300,Sand,0.1,Dry,12,High,High,0.00012066,1.067e-10,8.843030001657551e-05,4.806e-09,0.00031471,5.546e-11,1.7622573162594133e-05,4.982e-09,0.00045886,2.559e-08,0.005576864403085908,5.908e-09,1.7792e-05,6.262e-10,0.0035195593525179855,1.779e-11
79,5.5,Low,25,20,30,2,10,100,50,2000,3000,NTA,50,Sand,0.1,Dry,12,High,High,0.00012066,4.587e-05,38.01591248135256,0.001513,0.00031471,6.005e-05,19.081058752502305,0.003951,0.00045886,0.0004178,91.05173691321971,7.067e-05,1.7792e-05,3.475e-06,19.531250000000004,7.231e-08
80,5.5,Low,25,20,30,2,10,100,50,2000,3000,NTA,150,Sand,0.1,Dry,12,High,High,0.00012066,4.972e-06,4.120669650256921,0.0002215,0.00031471,2.89e-07,0.09183057417940325,2.569e-05,0.00045886,9.285e-05,20.23493004402214,2.122e-05,1.7792e-05,3.156e-06,17.738309352517987,8.871e-08
81,5.5,Low,25,20,30,2,10,100,50,2000,3000,NTA,300,Sand,0.1,Dry,12,High,High,0.00012066,2.127e-08,0.017628045748383888,9.589e-07,0.00031471,1.105e-09,0.0003511169012741889,9.941e-08,0.00045886,4.548e-07,0.09911519853550102,1.051e-07,1.7792e-05,1.284e-07,0.7216726618705037,3.653e-09
82,5.5,Low,25,20,30,2,10,100,50,2000,3000,Citrate,50,Sand,0.1,Dry,12,High,High,0.00012066,3.637e-05,30.14254931211669,0.001039,0.00031471,0.0001181,37.52661180134091,0.006734,0.00045886,0.0003984,86.82386784640195,5.836e-05,1.7792e-05,3.473e-06,19.520008992805757,6.261e-08
83,5.5,Low,25,20,30,2,10,100,50,2000,3000,Citrate,150,Sand,0.1,Dry,12,High,High,0.00012066,1.063e-05,8.809878998839714,0.0004364,0.00031471,1.58e-05,5.020495058943155,0.001293,0.00045886,0.0002456,53.52395066033213,5.169e-05,1.7792e-05,3.438e-06,19.323291366906474,8.903e-08
